Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Correct Set Size,Average Iteration Age of Correct Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total Selection Time,Total Evaluation Time
622,0.68,0.6011188811188802,324,407,14,11,243.375,0,0,0,0,0,0.2682650089263916,0.13998818397521973,0.0007240772247314453,0.028148889541625977,0.006327390670776367,0.037858009338378906
623,0.68,0.6011188811188802,324,407,34,17,291.85185185185185,0,0,0,0,0,0.26935291290283203,0.1407451629638672,0.0007259845733642578,0.028148889541625977,0.006327390670776367,0.03800606727600098
624,0.7,0.6011188811188802,324,407,20,8,256.6363636363636,0,0,0,0,0,0.27046895027160645,0.1415703296661377,0.0007309913635253906,0.028148889541625977,0.006327390670776367,0.038094520568847656
625,0.7,0.6011188811188802,324,407,28,14,420.05263157894734,0,0,0,0,0,0.2715799808502197,0.14221811294555664,0.0007319450378417969,0.028148889541625977,0.006327390670776367,0.038292646408081055
626,0.72,0.6011188811188802,326,409,33,17,405.0,0,1,0,0,0,0.2733430862426758,0.142836332321167,0.0007338523864746094,0.028708934783935547,0.006398200988769531,0.03841400146484375
627,0.72,0.6011188811188802,326,409,26,15,452.9375,0,0,0,0,0,0.2740800380706787,0.14335322380065918,0.0007348060607910156,0.028708934783935547,0.006398200988769531,0.03852391242980957
628,0.72,0.6011188811188802,327,411,32,9,337.5833333333333,0,0,1,0,0,0.27525877952575684,0.1439213752746582,0.0007355213165283203,0.028959274291992188,0.006467103958129883,0.03862404823303223
629,0.7,0.6011188811188802,328,413,21,9,368.42857142857144,0,0,1,0,0,0.27620506286621094,0.1443493366241455,0.0007364749908447266,0.029233217239379883,0.006491899490356445,0.0386965274810791
630,0.7,0.6011188811188802,330,415,27,10,302.9230769230769,0,1,2,0,0,0.2772490978240967,0.14478445053100586,0.0007374286651611328,0.029526233673095703,0.006518125534057617,0.03877449035644531
631,0.7,0.6011188811188802,331,417,36,23,305.81481481481484,0,0,1,0,0,0.2783548831939697,0.1452634334564209,0.0007383823394775391,0.02976822853088379,0.006564140319824219,0.03886747360229492
632,0.7,0.6011188811188802,331,417,21,12,340.1111111111111,0,0,0,0,0,0.27895307540893555,0.1456904411315918,0.0007393360137939453,0.02976822853088379,0.006564140319824219,0.038950443267822266
633,0.7,0.6011188811188802,331,417,25,19,329.4642857142857,0,0,0,0,0,0.27953600883483887,0.14609932899475098,0.0007405281066894531,0.02976822853088379,0.006564140319824219,0.03901934623718262
634,0.7,0.6011188811188802,331,417,21,12,470.46666666666664,0,0,0,0,0,0.28008508682250977,0.14650535583496094,0.0007405281066894531,0.02976822853088379,0.006564140319824219,0.039079904556274414
635,0.68,0.6011188811188802,331,417,9,3,460.0,0,0,0,0,0,0.28055810928344727,0.14689254760742188,0.0007414817810058594,0.02976822853088379,0.006564140319824219,0.03912711143493652
636,0.68,0.6011188811188802,332,419,18,13,291.23809523809524,0,0,1,0,0,0.28137803077697754,0.147308349609375,0.0007426738739013672,0.029940128326416016,0.006594181060791016,0.03918290138244629
637,0.68,0.6011188811188802,332,419,25,14,212.3684210526316,0,0,0,0,0,0.28205013275146484,0.14770960807800293,0.0007436275482177734,0.029940128326416016,0.006625175476074219,0.03925275802612305
638,0.68,0.6011188811188802,332,419,25,14,389.6111111111111,0,0,0,0,0,0.2826039791107178,0.1481027603149414,0.0007436275482177734,0.029940128326416016,0.006625175476074219,0.039319753646850586
639,0.68,0.6011188811188802,334,421,8,6,473.3333333333333,0,0,2,0,0,0.2834029197692871,0.14847779273986816,0.0007445812225341797,0.030209064483642578,0.006644248962402344,0.03936576843261719
640,0.68,0.6011188811188802,335,423,26,19,347.90909090909093,0,0,2,0,0,0.28430700302124023,0.1488819122314453,0.0007452964782714844,0.030436038970947266,0.0066792964935302734,0.03943371772766113
641,0.7,0.6011188811188802,337,425,29,19,307.75,0,1,1,0,0,0.2852649688720703,0.14928197860717773,0.0007464885711669922,0.030709028244018555,0.006714344024658203,0.03950619697570801
642,0.7,0.6011188811188802,338,427,33,15,300.1363636363636,0,0,1,0,0,0.28613901138305664,0.14969277381896973,0.0007474422454833984,0.030887842178344727,0.006745338439941406,0.03958320617675781
643,0.68,0.6011188811188802,340,429,22,8,278.1818181818182,0,1,0,0,0,0.2870631217956543,0.1500997543334961,0.0007483959197998047,0.031158924102783203,0.006768465042114258,0.039649248123168945
644,0.7,0.6011188811188802,340,429,26,18,316.52,0,0,0,0,0,0.287769079208374,0.1506357192993164,0.0007493495941162109,0.031158924102783203,0.006768465042114258,0.039719343185424805
645,0.7,0.6011188811188802,340,429,38,25,381.48571428571427,0,0,0,0,0,0.2884080410003662,0.15105652809143066,0.0007505416870117188,0.031158924102783203,0.006768465042114258,0.039797306060791016
646,0.7,0.6011188811188802,340,429,23,16,372.77272727272725,0,0,0,0,0,0.2889540195465088,0.15145158767700195,0.000751495361328125,0.031158924102783203,0.006768465042114258,0.039858102798461914
647,0.72,0.6011188811188802,340,429,33,21,325.6896551724138,0,0,0,0,0,0.28954005241394043,0.15184664726257324,0.0007524490356445312,0.031158924102783203,0.006768465042114258,0.03992915153503418
648,0.72,0.6011188811188802,341,431,21,20,309.93548387096774,0,0,1,0,0,0.290341854095459,0.1522517204284668,0.0007534027099609375,0.03132295608520508,0.006806612014770508,0.03998684883117676
649,0.72,0.6011188811188802,343,433,23,8,128.9090909090909,0,1,1,0,0,0.29121899604797363,0.15263676643371582,0.0007543563842773438,0.0315699577331543,0.006827592849731445,0.04005169868469238
650,0.74,0.6011188811188802,343,433,13,8,330.57142857142856,0,0,0,0,0,0.2919449806213379,0.15320849418640137,0.0007555484771728516,0.0315699577331543,0.006827592849731445,0.04013180732727051
651,0.74,0.6011188811188802,345,435,20,10,295.84615384615387,0,0,2,0,0,0.29285597801208496,0.15361666679382324,0.0007565021514892578,0.03185319900512695,0.006851673126220703,0.0401921272277832
652,0.74,0.6011188811188802,345,435,17,6,207.11111111111111,0,0,0,0,0,0.2934269905090332,0.15406465530395508,0.0007565021514892578,0.03185319900512695,0.006851673126220703,0.04025125503540039
653,0.72,0.6011188811188802,346,437,29,11,285.4,0,0,1,0,0,0.29430508613586426,0.15449047088623047,0.0007576942443847656,0.03203415870666504,0.006875514984130859,0.04032111167907715
654,0.74,0.6011188811188802,346,437,25,15,338.45,0,0,0,0,0,0.29500389099121094,0.15494251251220703,0.0007576942443847656,0.03203415870666504,0.0069065093994140625,0.0403904914855957
655,0.72,0.6011188811188802,346,437,27,9,208.42857142857142,0,0,0,0,0,0.2955639362335205,0.15534234046936035,0.0007588863372802734,0.03203415870666504,0.0069065093994140625,0.040459394454956055
656,0.72,0.6011188811188802,347,439,37,18,314.41379310344826,1,1,2,0,0,0.2964479923248291,0.15576744079589844,0.0007598400115966797,0.03217887878417969,0.006941556930541992,0.04053640365600586
657,0.72,0.6011188811188802,347,439,31,11,253.88235294117646,0,0,0,0,0,0.2970459461212158,0.1561894416809082,0.0007607936859130859,0.03217887878417969,0.006941556930541992,0.04060935974121094
658,0.72,0.6011188811188802,347,439,21,18,407.625,0,0,0,0,0,0.2976040840148926,0.1566016674041748,0.0007619857788085938,0.03217887878417969,0.006941556930541992,0.040670156478881836
659,0.72,0.6011188811188802,348,441,37,22,289.3611111111111,0,0,1,0,0,0.29857420921325684,0.15703368186950684,0.000762939453125,0.03241682052612305,0.006980419158935547,0.04074597358703613
660,0.72,0.6011188811188802,348,441,23,6,224.66666666666666,0,0,0,0,0,0.29914093017578125,0.15745759010314941,0.0007641315460205078,0.03241682052612305,0.006980419158935547,0.04081082344055176
661,0.72,0.6011188811188802,348,441,30,20,287.6060606060606,0,0,0,0,0,0.2997419834136963,0.15787839889526367,0.0007650852203369141,0.03241682052612305,0.006980419158935547,0.04087996482849121
662,0.72,0.6011188811188802,350,443,21,14,355.22222222222223,0,1,0,0,0,0.3006861209869385,0.1582784652709961,0.0007660388946533203,0.03271174430847168,0.0070116519927978516,0.040940284729003906
663,0.72,0.6011188811188802,352,445,24,14,392.625,0,1,1,0,0,0.30164504051208496,0.15868449211120605,0.0007672309875488281,0.03299665451049805,0.0070416927337646484,0.041007280349731445
664,0.74,0.6011188811188802,352,445,23,11,399.05882352941177,0,0,0,0,0,0.30222392082214355,0.15911245346069336,0.0007681846618652344,0.03299665451049805,0.0070416927337646484,0.041072845458984375
665,0.74,0.6011188811188802,354,447,25,13,240.05555555555554,0,1,0,0,0,0.3031899929046631,0.15952134132385254,0.0007693767547607422,0.03329944610595703,0.007069587707519531,0.04113578796386719
666,0.72,0.6011188811188802,354,447,36,19,276.46153846153845,0,0,0,0,0,0.30383801460266113,0.15996146202087402,0.0007703304290771484,0.03329944610595703,0.007069587707519531,0.04121685028076172
667,0.7,0.6011188811188802,354,447,27,11,416.0769230769231,0,0,0,0,0,0.30442285537719727,0.16038775444030762,0.0007712841033935547,0.03329944610595703,0.007069587707519531,0.04128432273864746
668,0.7,0.6011188811188802,355,449,42,24,354.6875,0,0,1,0,0,0.3054211139678955,0.16080284118652344,0.0007722377777099609,0.03356456756591797,0.007111549377441406,0.041364431381225586
669,0.7,0.6011188811188802,355,449,34,24,309.35,0,0,0,0,0,0.3061859607696533,0.16124391555786133,0.0007734298706054688,0.03356456756591797,0.007153511047363281,0.0414423942565918
670,0.7,0.6011188811188802,355,449,30,15,437.7647058823529,0,0,0,0,0,0.3067820072174072,0.16165995597839355,0.000774383544921875,0.03356456756591797,0.007153511047363281,0.04151558876037598
671,0.7,0.6011188811188802,355,449,26,15,422.35,0,0,0,0,0,0.3073568344116211,0.16207480430603027,0.0007753372192382812,0.03356456756591797,0.007153511047363281,0.0415797233581543
672,0.7,0.6011188811188802,355,449,17,9,190.72727272727272,0,0,0,0,0,0.30788207054138184,0.16247987747192383,0.0007762908935546875,0.03356456756591797,0.007153511047363281,0.04163479804992676
673,0.7,0.6011188811188802,355,449,25,15,335.875,0,0,0,0,0,0.30846595764160156,0.16290783882141113,0.0007772445678710938,0.03356456756591797,0.007153511047363281,0.04169821739196777
674,0.68,0.6011188811188802,356,451,23,12,248.42857142857142,0,0,1,0,0,0.30930089950561523,0.16331958770751953,0.0007781982421875,0.03372836112976074,0.00718235969543457,0.04175853729248047
675,0.68,0.6011188811188802,358,453,13,9,195.69230769230768,0,0,2,0,0,0.31024789810180664,0.16373372077941895,0.0007791519165039062,0.03401017189025879,0.007205486297607422,0.04181361198425293
676,0.68,0.6011188811188802,358,453,32,17,499.8421052631579,0,0,0,0,0,0.3108658790588379,0.16416049003601074,0.0007798671722412109,0.03401017189025879,0.007205486297607422,0.04188871383666992
677,0.68,0.6011188811188802,360,455,11,8,359.0,0,1,0,0,0,0.3117849826812744,0.16458749771118164,0.0007808208465576172,0.03430819511413574,0.007226467132568359,0.04193758964538574
678,0.68,0.6011188811188802,360,455,31,16,332.52,0,0,0,0,0,0.31241393089294434,0.16503453254699707,0.000782012939453125,0.03430819511413574,0.007226467132568359,0.04201078414916992
679,0.7,0.6011188811188802,361,457,27,20,427.9259259259259,0,0,1,0,0,0.3134012222290039,0.16550970077514648,0.0007829666137695312,0.03455710411071777,0.0072634220123291016,0.042076826095581055
680,0.68,0.6011188811188802,361,457,23,12,399.2142857142857,0,0,0,0,0,0.3140709400177002,0.16595768928527832,0.0007839202880859375,0.03455710411071777,0.0072934627532958984,0.04214143753051758
681,0.68,0.6011188811188802,361,457,30,18,319.65625,0,0,0,0,0,0.31468701362609863,0.16639161109924316,0.0007848739624023438,0.03455710411071777,0.0072934627532958984,0.042214155197143555
682,0.68,0.6011188811188802,361,457,23,14,379.94444444444446,0,0,0,0,0,0.3153409957885742,0.16681170463562012,0.00078582763671875,0.03455710411071777,0.007322549819946289,0.042275428771972656
683,0.68,0.6011188811188802,361,457,14,9,352.06666666666666,0,0,0,0,0,0.3159198760986328,0.16724371910095215,0.0007867813110351562,0.03455710411071777,0.007322549819946289,0.04236268997192383
684,0.68,0.6011188811188802,361,457,36,21,342.0,0,0,0,0,0,0.3165760040283203,0.16769647598266602,0.0007877349853515625,0.03455710411071777,0.007322549819946289,0.042438507080078125
685,0.7,0.6011188811188802,361,457,22,13,342.52941176470586,0,0,0,0,0,0.3173539638519287,0.168318510055542,0.0007886886596679688,0.03455710411071777,0.007322549819946289,0.04250979423522949
686,0.7,0.6011188811188802,362,459,16,6,217.66666666666666,0,0,1,0,0,0.31823205947875977,0.16874074935913086,0.0007898807525634766,0.034832000732421875,0.0073435306549072266,0.04256463050842285
687,0.7,0.6011188811188802,364,461,29,19,279.65714285714284,0,1,1,0,0,0.3192179203033447,0.16916275024414062,0.0007908344268798828,0.03510427474975586,0.007380485534667969,0.042635440826416016
688,0.7,0.6011188811188802,364,461,42,14,287.6818181818182,0,0,0,0,0,0.3198699951171875,0.16959476470947266,0.0007920265197753906,0.03510427474975586,0.007380485534667969,0.042719364166259766
689,0.7,0.6011188811188802,365,463,34,16,388.8333333333333,0,0,1,0,0,0.3208940029144287,0.1700420379638672,0.0007929801940917969,0.03540945053100586,0.007414579391479492,0.04279470443725586
690,0.68,0.6011188811188802,365,463,24,11,325.3157894736842,0,0,0,0,0,0.32146620750427246,0.17046189308166504,0.0007936954498291016,0.03540945053100586,0.007414579391479492,0.04286074638366699
691,0.68,0.6011188811188802,365,463,27,16,307.55555555555554,0,0,0,0,0,0.3220529556274414,0.1708848476409912,0.0007946491241455078,0.03540945053100586,0.007414579391479492,0.04292654991149902
692,0.7,0.6011188811188802,365,463,31,17,388.8095238095238,0,0,0,0,0,0.3227880001068115,0.17133879661560059,0.0007958412170410156,0.03540945053100586,0.007447719573974609,0.042995452880859375
693,0.72,0.6011188811188802,365,465,29,18,333.69565217391306,0,0,1,0,0,0.3237419128417969,0.17174696922302246,0.0007965564727783203,0.03568530082702637,0.007481575012207031,0.04306602478027344
694,0.72,0.6011188811188802,365,465,22,15,343.5263157894737,0,0,0,0,0,0.3243899345397949,0.17216825485229492,0.0007965564727783203,0.03568530082702637,0.0075113773345947266,0.043129920959472656
695,0.72,0.6011188811188802,367,467,25,10,309.61538461538464,0,0,2,0,0,0.3254048824310303,0.17261719703674316,0.0007975101470947266,0.03599715232849121,0.007534503936767578,0.043196678161621094
696,0.72,0.6011188811188802,367,467,37,26,440.75757575757575,0,0,0,0,0,0.32627105712890625,0.17322230339050293,0.0007984638214111328,0.03599715232849121,0.007534503936767578,0.04329967498779297
697,0.72,0.6011188811188802,369,469,28,20,357.125,0,1,0,0,0,0.327272891998291,0.17365121841430664,0.0007994174957275391,0.03629040718078613,0.0075724124908447266,0.04336905479431152
698,0.72,0.6011188811188802,369,469,19,8,430.6666666666667,0,0,0,0,0,0.32790088653564453,0.1741485595703125,0.0008006095886230469,0.03629040718078613,0.0075724124908447266,0.04342985153198242
699,0.74,0.6011188811188802,370,471,25,16,425.2608695652174,0,0,1,0,0,0.32878589630126953,0.17456936836242676,0.0008013248443603516,0.03650951385498047,0.007605552673339844,0.043493032455444336
700,0.74,0.6011188811188802,370,471,22,13,290.94117647058823,0,0,0,0,0,0.32935500144958496,0.17499017715454102,0.0008022785186767578,0.03650951385498047,0.007605552673339844,0.043557167053222656
701,0.74,0.6011188811188802,370,471,16,12,371.8125,0,0,0,0,0,0.3299069404602051,0.17542219161987305,0.0008032321929931641,0.03650951385498047,0.007605552673339844,0.0436100959777832
702,0.74,0.6011188811188802,372,473,35,19,390.1363636363636,0,1,1,0,0,0.33103299140930176,0.17595219612121582,0.0008041858673095703,0.03680157661437988,0.007641792297363281,0.04368305206298828
703,0.76,0.6011188811188802,373,475,26,12,252.44444444444446,0,0,1,0,0,0.3320040702819824,0.17640137672424316,0.0008051395416259766,0.0370485782623291,0.007669925689697266,0.043750762939453125
704,0.76,0.6011188811188802,373,475,35,18,310.73333333333335,0,0,0,0,0,0.33274006843566895,0.17685151100158691,0.0008060932159423828,0.0370485782623291,0.0077037811279296875,0.04383063316345215
705,0.76,0.6011188811188802,375,477,37,21,338.2413793103448,0,0,2,0,0,0.33382296562194824,0.17731857299804688,0.0008060932159423828,0.03734850883483887,0.007742881774902344,0.043912410736083984
706,0.76,0.6011188811188802,375,477,39,26,371.2352941176471,0,0,0,0,0,0.3345191478729248,0.17778754234313965,0.0008070468902587891,0.03734850883483887,0.007742881774902344,0.04399561882019043
707,0.78,0.6011188811188802,375,477,32,21,343.8333333333333,0,0,0,0,0,0.3351590633392334,0.1782364845275879,0.0008080005645751953,0.03734850883483887,0.007742881774902344,0.04406905174255371
708,0.76,0.6011188811188802,375,477,29,10,422.1,0,0,0,0,0,0.3357839584350586,0.17869853973388672,0.0008089542388916016,0.03734850883483887,0.007742881774902344,0.044135332107543945
709,0.74,0.6011188811188802,375,477,37,19,440.28,0,0,0,0,0,0.3364601135253906,0.1791703701019287,0.0008099079132080078,0.03734850883483887,0.007742881774902344,0.04421186447143555
710,0.76,0.6011188811188802,375,477,18,15,306.7,0,0,0,0,0,0.3370938301086426,0.1795954704284668,0.0008108615875244141,0.03734850883483887,0.007774829864501953,0.04426836967468262
711,0.76,0.6011188811188802,375,477,21,15,285.6666666666667,0,0,0,0,0,0.3378129005432129,0.18010854721069336,0.0008118152618408203,0.03734850883483887,0.007774829864501953,0.04433798789978027
712,0.76,0.6011188811188802,377,479,38,20,378.92,0,1,2,0,0,0.3391249179840088,0.18066954612731934,0.0008127689361572266,0.0376737117767334,0.007817745208740234,0.044449806213378906
713,0.74,0.6011188811188802,377,479,23,8,220.16666666666666,0,0,0,0,0,0.3397049903869629,0.18110179901123047,0.0008137226104736328,0.0376737117767334,0.007817745208740234,0.044516801834106445
714,0.74,0.6011188811188802,377,479,16,13,422.5,0,0,0,0,0,0.34026384353637695,0.18153691291809082,0.0008137226104736328,0.0376737117767334,0.007817745208740234,0.0445704460144043
715,0.72,0.6011188811188802,378,481,35,17,318.03846153846155,0,0,1,0,0,0.3413069248199463,0.18199968338012695,0.0008146762847900391,0.0379486083984375,0.007852792739868164,0.044646263122558594
716,0.74,0.6011188811188802,378,481,20,14,361.6470588235294,0,0,0,0,0,0.34187912940979004,0.18243050575256348,0.0008158683776855469,0.0379486083984375,0.007852792739868164,0.044707298278808594
717,0.76,0.6011188811188802,378,481,32,16,343.9047619047619,0,0,0,0,0,0.3425009250640869,0.18286752700805664,0.0008168220520019531,0.0379486083984375,0.007852792739868164,0.04478049278259277
718,0.74,0.6011188811188802,378,481,40,14,274.95,0,0,0,0,0,0.34314918518066406,0.18330931663513184,0.0008177757263183594,0.0379486083984375,0.007852792739868164,0.0448603630065918
719,0.74,0.6011188811188802,378,481,35,21,357.0740740740741,0,0,0,0,0,0.34390878677368164,0.18377256393432617,0.0008177757263183594,0.0379486083984375,0.007890939712524414,0.044933319091796875
720,0.76,0.6011188811188802,378,481,49,33,392.1,0,0,0,0,0,0.3447408676147461,0.18424272537231445,0.0008187294006347656,0.0379486083984375,0.007941007614135742,0.045024871826171875
721,0.76,0.6011188811188802,380,483,39,26,371.2352941176471,0,1,0,0,0,0.3459038734436035,0.18476271629333496,0.0008196830749511719,0.03825044631958008,0.007984161376953125,0.045105695724487305
722,0.74,0.6011188811188802,380,483,33,8,295.8333333333333,0,0,0,0,0,0.3466188907623291,0.18521666526794434,0.0008206367492675781,0.03825044631958008,0.008005142211914062,0.04518246650695801
723,0.74,0.6011188811188802,380,483,19,8,430.6666666666667,0,0,0,0,0,0.3472750186920166,0.18566465377807617,0.0008215904235839844,0.03825044631958008,0.008026123046875,0.045243263244628906
724,0.74,0.6011188811188802,380,483,39,19,362.3636363636364,0,0,0,0,0,0.34802699089050293,0.18611788749694824,0.0008227825164794922,0.03825044631958008,0.00806117057800293,0.04532623291015625
725,0.74,0.6011188811188802,381,485,31,26,278.9111111111111,0,0,1,0,0,0.3490161895751953,0.18657779693603516,0.000823974609375,0.03849649429321289,0.008104324340820312,0.04539990425109863
726,0.72,0.6011188811188802,383,487,38,17,306.3076923076923,0,1,1,0,0,0.3501150608062744,0.18701887130737305,0.0008249282836914062,0.038837432861328125,0.008137226104736328,0.04548048973083496
727,0.72,0.6011188811188802,383,487,37,25,318.5609756097561,0,0,0,0,0,0.35082077980041504,0.18750476837158203,0.0008258819580078125,0.038837432861328125,0.008137226104736328,0.0455625057220459
728,0.74,0.6011188811188802,383,487,20,15,377.7142857142857,0,0,0,0,0,0.351391077041626,0.18793392181396484,0.0008268356323242188,0.038837432861328125,0.008137226104736328,0.04562234878540039
729,0.74,0.6011188811188802,383,487,25,23,405.8666666666667,0,0,0,0,0,0.35204601287841797,0.18840909004211426,0.0008280277252197266,0.038837432861328125,0.008137226104736328,0.045691490173339844
730,0.74,0.6011188811188802,383,487,22,6,330.0,0,0,0,0,0,0.35276222229003906,0.18891334533691406,0.0008289813995361328,0.038837432861328125,0.008158206939697266,0.04575705528259277
731,0.74,0.6011188811188802,384,489,38,21,290.94594594594594,0,0,1,0,0,0.3539772033691406,0.18941831588745117,0.0008299350738525391,0.03912019729614258,0.008198976516723633,0.045844078063964844
732,0.74,0.6011188811188802,384,489,35,16,334.88,0,0,0,0,0,0.35480284690856934,0.18994140625,0.0008306503295898438,0.03912019729614258,0.00823521614074707,0.04593062400817871
733,0.74,0.6011188811188802,384,489,24,13,470.64285714285717,0,0,0,0,0,0.35546398162841797,0.1904313564300537,0.00083160400390625,0.03912019729614258,0.00823521614074707,0.04600381851196289
734,0.74,0.6011188811188802,384,489,38,30,310.97872340425533,0,0,0,0,0,0.35622715950012207,0.19095230102539062,0.0008323192596435547,0.03912019729614258,0.00823521614074707,0.04608893394470215
735,0.72,0.6011188811188802,384,489,31,14,303.0,0,0,0,0,0,0.3569810390472412,0.1914353370666504,0.0008332729339599609,0.03912019729614258,0.008268356323242188,0.04616379737854004
736,0.72,0.6011188811188802,384,489,36,25,380.2307692307692,0,0,0,0,0,0.35770392417907715,0.1919262409210205,0.0008344650268554688,0.03912019729614258,0.008268356323242188,0.0462491512298584
737,0.72,0.6011188811188802,385,491,18,9,273.57142857142856,0,0,1,0,0,0.3585798740386963,0.19240546226501465,0.000835418701171875,0.03930330276489258,0.008292436599731445,0.046311140060424805
738,0.72,0.6011188811188802,385,491,27,9,222.3125,0,0,0,0,0,0.35925793647766113,0.19291067123413086,0.000835418701171875,0.03930330276489258,0.008292436599731445,0.04638528823852539
739,0.7,0.6011188811188802,385,491,37,15,435.2857142857143,0,0,0,0,0,0.3600771427154541,0.1934053897857666,0.0008363723754882812,0.03930330276489258,0.008325576782226562,0.046468257904052734
740,0.7,0.6011188811188802,385,491,19,6,281.0,0,0,0,0,0,0.3607192039489746,0.1939072608947754,0.0008373260498046875,0.03930330276489258,0.008325576782226562,0.046534061431884766
741,0.7,0.6011188811188802,385,491,26,15,305.05,0,0,0,0,0,0.36147618293762207,0.19439911842346191,0.0008382797241210938,0.03930330276489258,0.008357763290405273,0.046605587005615234
742,0.7,0.6011188811188802,385,491,39,25,301.1951219512195,0,0,0,0,0,0.36223602294921875,0.1949169635772705,0.0008394718170166016,0.03930330276489258,0.008357763290405273,0.04669356346130371
743,0.68,0.6011188811188802,387,493,38,19,331.8,0,0,2,0,0,0.36340785026550293,0.19542598724365234,0.0008406639099121094,0.039642333984375,0.008394479751586914,0.046778202056884766
744,0.68,0.6011188811188802,387,493,24,15,347.05882352941177,0,0,0,0,0,0.3641700744628906,0.19593095779418945,0.0008416175842285156,0.039642333984375,0.008427619934082031,0.046851158142089844
745,0.68,0.6011188811188802,387,493,31,16,326.7037037037037,0,0,0,0,0,0.364879846572876,0.1964418888092041,0.0008425712585449219,0.039642333984375,0.008427619934082031,0.046930551528930664
746,0.66,0.6011188811188802,387,493,22,11,519.8333333333334,0,0,0,0,0,0.3656198978424072,0.19693493843078613,0.0008435249328613281,0.039642333984375,0.008452653884887695,0.0469965934753418
747,0.66,0.6011188811188802,389,495,37,22,358.1764705882353,0,1,2,0,0,0.3668248653411865,0.19745683670043945,0.0008447170257568359,0.03996539115905762,0.008495569229125977,0.04708290100097656
748,0.66,0.6011188811188802,389,495,23,13,316.88,0,0,0,0,0,0.3674960136413574,0.19796299934387207,0.0008456707000732422,0.03996539115905762,0.008495569229125977,0.04715275764465332
749,0.66,0.6011188811188802,389,495,34,24,279.45,0,0,0,0,0,0.36823391914367676,0.19848299026489258,0.0008456707000732422,0.03996539115905762,0.008495569229125977,0.047232866287231445
750,0.66,0.6011188811188802,391,497,42,26,432.0,0,0,1,0,0,0.36949777603149414,0.19901227951049805,0.0008466243743896484,0.0403141975402832,0.00854182243347168,0.04732179641723633
751,0.64,0.6011188811188802,391,497,34,17,341.11538461538464,0,0,0,0,0,0.3702101707458496,0.1995069980621338,0.0008478164672851562,0.0403141975402832,0.00854182243347168,0.04740571975708008
752,0.66,0.6063654655203943,391,497,22,18,419.8181818181818,0,0,0,0,0,0.37108778953552246,0.20000195503234863,0.0008487701416015625,0.0403141975402832,0.00854182243347168,0.047470808029174805
753,0.66,0.6063654655203943,391,497,22,9,403.27272727272725,0,0,0,0,0,0.37181687355041504,0.20050311088562012,0.0008497238159179688,0.0403141975402832,0.008565902709960938,0.04775691032409668
754,0.66,0.6063654655203943,391,497,26,20,270.0833333333333,0,0,0,0,0,0.37251782417297363,0.2010202407836914,0.000850677490234375,0.0403141975402832,0.008565902709960938,0.04782891273498535
755,0.66,0.6063654655203943,391,497,30,15,356.8333333333333,0,0,0,0,0,0.37320613861083984,0.20151495933532715,0.0008516311645507812,0.0403141975402832,0.008565902709960938,0.04790544509887695
756,0.66,0.6063654655203943,391,497,29,18,464.77272727272725,0,0,0,0,0,0.3738980293273926,0.20201683044433594,0.0008525848388671875,0.0403141975402832,0.008565902709960938,0.04797863960266113
757,0.64,0.6063654655203943,392,499,32,14,292.10526315789474,0,0,1,0,0,0.374953031539917,0.20253992080688477,0.0008535385131835938,0.04054903984069824,0.008598804473876953,0.04805588722229004
758,0.66,0.6063654655203943,392,499,37,24,407.57142857142856,0,0,0,0,0,0.37581491470336914,0.20304083824157715,0.0008544921875,0.04054903984069824,0.008643865585327148,0.04814434051513672
759,0.68,0.6063654655203943,392,499,35,25,288.8095238095238,0,0,0,0,0,0.3765599727630615,0.20355868339538574,0.0008556842803955078,0.04054903984069824,0.008643865585327148,0.048227548599243164
760,0.66,0.6063654655203943,393,501,28,18,370.23809523809524,0,0,1,0,0,0.3775501251220703,0.20404767990112305,0.0008568763732910156,0.040756940841674805,0.008681058883666992,0.04830050468444824
761,0.66,0.6063654655203943,395,503,33,17,306.25,0,1,1,0,0,0.3787410259246826,0.20456266403198242,0.0008578300476074219,0.041112661361694336,0.008718252182006836,0.048383235931396484
762,0.66,0.6063654655203943,395,503,29,16,297.22222222222223,0,0,0,0,0,0.37952589988708496,0.20507264137268066,0.0008587837219238281,0.041112661361694336,0.008753299713134766,0.04846358299255371
763,0.68,0.6063654655203943,395,503,31,16,452.15,0,0,0,0,0,0.3802490234375,0.2055966854095459,0.0008599758148193359,0.041112661361694336,0.008753299713134766,0.04854154586791992
764,0.68,0.6063654655203943,395,503,28,15,305.05,0,0,0,0,0,0.380936861038208,0.2061009407043457,0.0008609294891357422,0.041112661361694336,0.008753299713134766,0.048614501953125
765,0.7,0.6063654655203943,395,503,29,17,321.4642857142857,0,0,0,0,0,0.3816261291503906,0.2066020965576172,0.0008618831634521484,0.041112661361694336,0.008753299713134766,0.048688650131225586
766,0.7,0.6063654655203943,395,503,26,20,270.0833333333333,0,0,0,0,0,0.38232898712158203,0.20712518692016602,0.0008628368377685547,0.041112661361694336,0.008753299713134766,0.048758745193481445
