Specified Values,Specified Attribute Names,class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count
"1.0, 1.0, 1.0, 1.0","A_1, R_5, R_6, R_7",1.0,0.24664625576131027,0.7558139534883721,1,70.9692033203912,4977,2212,0.36363636363636365,0.0006559320908267469,130,172
"1.0, 1.0, 0.0","A_1, A_2, R_3",0.0,0.24074382849692785,0.7521613832853026,1,62.702786925531925,4992,2216,0.2727272727272727,0.0005795298270864322,261,347
"1.0, 1.0, 1.0, 0.0","A_2, R_2, R_4, R_5",0.0,0.0902778354682678,0.6181818181818182,1,75.82361487176527,4914,2239,0.36363636363636365,0.000700798936862081,102,165
"1.0, 0.0, 1.0","A_0, A_1, R_5",1.0,0.2501101798406677,0.7579250720461095,2,60.336369053313256,4962,2247,0.2727272727272727,0.0011153164712125962,263,347
"1.0, 1.0, 0.0, 0.0","A_0, A_1, R_0, R_7",0.0,0.21807430704400393,0.7374301675977654,1,74.91250368922694,4982,2260,0.36363636363636365,0.0006923780016538892,132,179
"0.0, 0.0, 0.0, 0.0","A_0, A_2, R_0, R_2",0.0,1.0,1.0,13,79.3682404941924,4991,2262,0.36363636363636365,0.009536281308786906,161,161
"0.0, 0.0, 0.0","A_0, A_1, R_1",0.0,0.22541812318751486,0.7423312883435583,3,76.07407051398147,4994,2277,0.2727272727272727,0.002109341311244503,242,326
"1.0, 1.0, 0.0, 0.0, 1.0","A_2, R_3, R_4, R_5, R_7",1.0,0.09652198757472939,0.6265060240963856,1,75.58923460626067,4938,2298,0.45454545454545453,0.0006986326798039749,52,83
"0.0, 1.0, 1.0, 1.0","A_0, A_2, R_1, R_3",1.0,1.0,1.0,9,83.21070504460216,4979,2301,0.36363636363636365,0.006921666337918741,170,170
"1.0, 0.0, 0.0, 0.0","A_1, A_2, R_2, R_6",0.0,1.0,1.0,9,76.04569005141278,4991,2306,0.36363636363636365,0.006325663178680286,174,174
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, R_4, R_5, R_6",0.0,0.296368534706749,0.7840909090909091,1,79.86759651010341,4950,2377,0.45454545454545453,0.000738175393229007,69,88
"1.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_1, A_2, R_3, R_4, R_5, R_7",1.0,1.0,1.0,4,70.0142472241367,4881,2389,0.5454545454545454,0.002588423677919094,41,41
"0.0, 0.0, 0.0, 0.0, 0.0","A_2, R_0, R_1, R_2, R_7",0.0,0.22301350200402018,0.7407407407407407,1,68.3966096156284,4965,2418,0.45454545454545453,0.0006321549214537896,60,81
"0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, R_0, R_4, R_6",1.0,0.3276800000000001,0.8,1,65.6097885696561,4996,2419,0.45454545454545453,0.0006063977582066241,64,80
"1.0, 0.0, 1.0","A_0, A_2, R_4",1.0,0.21905946222926423,0.7380952380952381,2,66.25523660293025,4977,2441,0.2727272727272727,0.001224726609286708,248,336
"0.0, 0.0, 0.0, 0.0, 0.0","A_2, R_0, R_2, R_6, R_7",0.0,0.5778190126299013,0.8961038961038961,1,82.76173505785934,4966,2446,0.45454545454545453,0.0007649244373207333,69,77
"0.0, 1.0, 1.0","A_2, R_0, R_2",1.0,0.20621721871297546,0.7292307692307692,1,70.9327591589132,4996,2466,0.2727272727272727,0.0006555952560601401,237,325
"1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_7",1.0,1.0,1.0,16,60.88362200997193,4987,2473,0.36363636363636365,0.009003459441823949,151,151
"1.0, 1.0, 0.0","A_0, A_1, R_7",0.0,0.23857098498326276,0.7507987220447284,3,70.77197813342548,4986,2504,0.2727272727272727,0.0019623277175353825,235,313
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_2, R_1, R_2, R_3, R_4, R_7",0.0,0.21720617794361205,0.7368421052631579,1,77.62373414921831,4950,2510,0.6363636363636364,0.000717436519731185,14,19
"1.0, 0.0, 1.0, 0.0","A_1, A_2, R_2, R_5",1.0,0.22334956810034368,0.7409638554216867,1,76.12509442279672,4943,2537,0.36363636363636365,0.0007035853583378417,123,166
"0.0, 0.0, 0.0","A_0, A_2, R_0",0.0,0.23338885457760708,0.7475083056478405,3,72.07214360421848,4991,2544,0.2727272727272727,0.001998378013259907,225,301
"0.0, 1.0, 1.0, 0.0","A_1, R_0, R_1, R_6",1.0,0.26487008230452685,0.7666666666666667,2,77.09713344566195,4996,2550,0.36363636363636365,0.0014251388368969225,115,150
"0.0, 0.0, 0.0, 0.0","A_2, R_0, R_2, R_5",0.0,0.20433003748978731,0.7278911564625851,1,67.47172352886237,4991,2553,0.36363636363636365,0.0006236066718428953,107,147
"1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, R_0, R_2, R_4, R_6",1.0,0.2731986815017553,0.7714285714285715,1,71.8948979737093,4983,2568,0.5454545454545454,0.0006644878136052161,27,35
"1.0, 1.0, 0.0","A_0, A_2, R_7",0.0,0.22680616162054318,0.7432432432432432,1,64.15069120843222,4982,2583,0.2727272727272727,0.0005929120666941144,220,296
"0.0, 0.0, 0.0, 1.0","A_0, R_0, R_1, R_2",0.0,0.0972521051799771,0.6274509803921569,1,75.91316312280848,4945,2598,0.36363636363636365,0.0007016265855996816,96,153
"0.0, 0.0, 0.0","A_0, A_1, R_0",0.0,0.23207791712921816,0.7466666666666667,3,73.23906277544161,4966,2603,0.2727272727272727,0.0020307337265550404,224,300
"1.0, 1.0, 0.0, 1.0","A_0, A_2, R_0, R_7",1.0,0.21405831560130784,0.7346938775510204,1,64.83053808211876,4962,2612,0.36363636363636365,0.0005991955440397184,108,147
"1.0, 0.0, 0.0","A_0, A_2, R_6",0.0,0.2548853848677014,0.760797342192691,2,70.91079523525586,4986,2613,0.2727272727272727,0.0013107845094686152,229,301
"0.0, 1.0, 1.0, 0.0","A_1, R_0, R_5, R_6",1.0,0.25730741537465496,0.7622377622377622,2,70.5862231129584,4969,2633,0.36363636363636365,0.0013047848008389009,109,143
"1.0, 1.0, 1.0, 0.0","R_0, R_1, R_3, R_7",1.0,0.0897444901592002,0.6174496644295302,1,67.2861070807542,4996,2633,0.36363636363636365,0.000621891113837407,92,149
"0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_1",1.0,1.0,1.0,15,79.37408843105376,4979,2664,0.36363636363636365,0.011004212252532557,149,149
"0.0, 1.0, 1.0, 1.0","A_0, A_1, R_1, R_3",1.0,0.2400448973229144,0.7517241379310344,1,74.31258291452556,4975,2693,0.36363636363636365,0.0006868332404100045,109,145
"0.0, 1.0, 1.0","A_1, A_2, R_5",1.0,0.2556372813852358,0.7612456747404844,3,74.90244046401065,4979,2695,0.2727272727272727,0.0020768549772124008,220,289
"0.0, 0.0, 1.0, 1.0","A_0, A_1, R_0, R_4",1.0,0.2400448973229144,0.7517241379310344,1,76.79847280117764,4979,2699,0.36363636363636365,0.0007098090506858437,109,145
"0.0, 0.0, 0.0, 0.0","A_2, R_0, R_2, R_4",0.0,0.512908935546875,0.875,1,73.78885180293511,4965,2707,0.36363636363636365,0.0006819926612998564,126,144
"0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_2",1.0,1.0,1.0,15,79.58779919897282,4943,2710,0.36363636363636365,0.011033840544300287,141,141
"0.0, 1.0, 1.0","A_1, R_0, R_1",1.0,0.25474628566512925,0.7607142857142857,1,78.29726834541563,4996,2719,0.2727272727272727,0.0007236616522236627,213,280
"1.0, 0.0, 1.0, 0.0","A_1, A_2, R_0, R_6",0.0,0.2805030468350874,0.7755102040816326,1,71.93392835134948,4986,2720,0.36363636363636365,0.0006648485514466105,114,147
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_2, R_0, R_2, R_4, R_6, R_7",0.0,1.0,1.0,1,91.18690206843002,4831,2729,0.5454545454545454,0.0008427939519024237,36,36
"1.0, 1.0","A_2, R_5",1.0,0.09655484500483562,0.6265486725663717,1,67.42808349098162,4999,2735,0.18181818181818182,0.0006232033292667971,354,565
"0.0, 1.0, 1.0, 1.0","A_1, A_2, R_3, R_5",1.0,0.25449371153700956,0.7605633802816901,1,78.29669017178942,4979,2743,0.36363636363636365,0.0007236563084602025,108,142
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, R_1, R_2, R_4, R_7",1.0,0.2495343537242618,0.7575757575757576,1,66.79334162699777,4783,2748,0.5454545454545454,0.0006173367344834432,25,33
"1.0, 1.0, 1.0, 1.0","A_0, A_1, R_4, R_7",1.0,0.20346349914002398,0.7272727272727273,1,76.32440485433231,4977,2749,0.36363636363636365,0.000705427482836415,104,143
"0.0, 0.0, 1.0, 1.0, 0.0","A_1, A_2, R_1, R_2, R_4",0.0,0.24309233458977172,0.7536231884057971,1,68.88199399083578,4988,2755,0.45454545454545453,0.0006366410812694363,52,69
"1.0, 0.0, 0.0, 0.0","A_1, A_2, R_3, R_6",0.0,0.2673830631766959,0.7681159420289855,2,74.47943821171317,4986,2798,0.36363636363636365,0.0013767507973637834,106,138
"1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_5",0.0,1.0,1.0,14,73.09905129345388,4955,2808,0.36363636363636365,0.009458640626169499,134,134
"0.0, 0.0, 0.0, 0.0","A_2, R_1, R_4, R_6",0.0,0.2373046875,0.75,1,73.53694127445593,4986,2836,0.36363636363636365,0.0006796643809766201,99,132
"0.0, 1.0, 0.0","A_0, R_3, R_5",1.0,0.10141046457021438,0.6327272727272727,1,73.63093214960024,4996,2841,0.2727272727272727,0.0006805330906192199,174,275
"0.0, 1.0, 0.0, 0.0","A_1, A_2, R_0, R_1",0.0,0.2314600316517187,0.746268656716418,1,69.68223731504071,4957,2844,0.36363636363636365,0.0006440373215012197,100,134
"1.0, 0.0, 0.0","A_1, A_2, R_6",0.0,0.25231930775284844,0.7592592592592593,2,71.87114902095311,4991,2854,0.2727272727272727,0.0013285366283346525,205,270
"1.0, 0.0, 1.0, 1.0","A_0, A_1, R_1, R_5",1.0,0.2402933738360162,0.7518796992481203,1,65.23978777494123,4962,2863,0.36363636363636365,0.0006029780298803918,100,133
"1.0, 0.0, 1.0, 0.0, 1.0","A_2, R_0, R_3, R_5, R_7",1.0,0.09679934942503075,0.6268656716417911,1,78.13978038923695,4938,2882,0.45454545454545453,0.0007222060714993031,42,67
"0.0, 0.0, 1.0, 1.0","A_0, A_2, R_0, R_7",1.0,0.2373046875,0.75,1,75.8829130033759,4969,2886,0.36363636363636365,0.0007013469991994005,99,132
"1.0, 1.0, 1.0","R_0, R_4, R_7",1.0,0.1486495177706757,0.6830188679245283,1,68.51056697369907,4974,2898,0.2727272727272727,0.0006332081710979618,181,265
"0.0, 1.0, 0.0, 0.0","A_0, A_2, R_1, R_2",0.0,0.2403865252435786,0.751937984496124,1,75.53611926058252,4994,2909,0.36363636363636365,0.0006981417617984793,97,129
"1.0, 0.0, 1.0","A_1, A_2, R_6",1.0,0.238823918690063,0.7509578544061303,1,76.47325166591453,4983,2910,0.2727272727272727,0.0007068031978757011,196,261
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, R_1, R_3, R_5, R_6",1.0,0.2373046875,0.75,1,67.28383239627026,4962,2914,0.5454545454545454,0.0006218700900907715,24,32
"1.0, 1.0, 0.0, 0.0","A_2, R_0, R_1, R_5",0.0,0.2373046875,0.75,2,74.2373414118089,4970,2922,0.36363636363636365,0.0013722756432768262,96,128
"1.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_1, A_2, R_2, R_4, R_5, R_7",0.0,0.2373046875,0.75,1,76.76896278524272,4986,2938,0.5454545454545454,0.0007095363046841006,24,32
"0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, R_1, R_2, R_4, R_5, R_7",1.0,0.0003200000000000001,0.2,1,63.131695226880005,4812,2954,0.6363636363636364,0.0005834940074028733,3,15
"1.0, 1.0, 0.0, 1.0","A_0, A_2, R_0, R_5",1.0,0.231092867969897,0.746031746031746,1,61.62877797957169,4962,2978,0.36363636363636365,0.0005696033110691963,94,126
"1.0, 1.0, 1.0","A_0, A_1, R_7",1.0,0.23265179893866883,0.7470355731225297,3,71.08096977588282,4987,2979,0.2727272727272727,0.001970895273232889,189,253
"1.0, 0.0, 0.0, 1.0, 1.0","A_1, A_2, R_3, R_5, R_6",1.0,0.231092867969897,0.746031746031746,1,83.11724286578794,4977,2983,0.45454545454545453,0.0007682102143740152,47,63
"0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_2, R_0, R_3, R_4",1.0,0.2503403425672665,0.7580645161290323,1,77.92982167208673,4881,2984,0.45454545454545453,0.0007202655303365974,47,62
"0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_3",1.0,1.0,1.0,16,74.12407303951422,4999,2984,0.36363636363636365,0.010961455039004668,125,125
"0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, R_1, R_4, R_7",1.0,0.2373046875,0.75,1,76.78961614512939,4969,2994,0.45454545454545453,0.000709727193138518,45,60
"0.0, 0.0, 1.0","A_0, A_2, R_0",1.0,0.22639243286974228,0.7429718875502008,2,71.10340445072111,4996,3007,0.2727272727272727,0.0013143448866322779,185,249
"1.0, 1.0, 0.0, 1.0","A_0, A_1, R_5, R_7",1.0,0.2216569762139915,0.7398373983739838,1,75.11673895680867,4983,3013,0.36363636363636365,0.0006942656438961258,91,123
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_1, A_2, R_0, R_3, R_6, R_7",1.0,1.0,1.0,1,84.36153738346013,4922,3013,0.5454545454545454,0.0007797105929381701,29,29
"1.0, 0.0, 0.0","A_1, R_2, R_3",0.0,0.25740417658572,0.7622950819672131,2,79.58316270595608,4986,3018,0.2727272727272727,0.0014710930337673465,186,244
"1.0, 1.0, 1.0","R_1, R_5, R_7",1.0,0.15585550541388876,0.6895161290322581,1,79.66850690168691,4969,3020,0.2727272727272727,0.0007363353096857133,171,248
"0.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, R_0, R_5, R_6",1.0,0.231092867969897,0.746031746031746,1,74.09707365101858,4979,3020,0.45454545454545453,0.0006848413983828861,47,63
"0.0, 0.0, 1.0, 1.0","A_0, A_1, R_0, R_2",1.0,0.2373046875,0.75,2,78.0053683117113,4996,3052,0.36363636363636365,0.0014419275386654915,90,120
"0.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, R_0, R_1, R_3, R_4, R_7",1.0,0.09212394683496279,0.6206896551724138,1,63.90584659796626,4770,3059,0.5454545454545454,0.0005906490930413659,18,29
"1.0, 0.0, 0.0, 0.0","A_0, R_5, R_6, R_7",0.0,0.5549289573066435,0.8888888888888888,1,76.75191748391273,4896,3072,0.36363636363636365,0.000709378763671703,104,117
"0.0, 1.0, 1.0","A_1, R_0, R_4",1.0,0.22087737310317185,0.7393162393162394,1,72.44817580654116,4979,3086,0.2727272727272727,0.0006696014779655037,173,234
"0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, R_0, R_1, R_3",1.0,1.0,1.0,3,82.91790004746575,4996,3128,0.45454545454545453,0.0022991033716227554,55,55
"1.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, R_0, R_2, R_3, R_6",1.0,0.22301350200402018,0.7407407407407407,1,67.11627419097805,4983,3130,0.5454545454545454,0.0006203214351983624,20,27
"1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_3, R_6, R_7",0.0,0.0,0.0,1,73.469707776,3148,3148,0.6363636363636364,0.0006790429760974263,0,13
"1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_4",0.0,1.0,1.0,17,68.62134569166405,4988,3154,0.36363636363636365,0.10909501889181393,114,114
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, R_0, R_5, R_6, R_7",1.0,0.17256359665582893,0.7037037037037037,1,63.07391285908167,4749,3186,0.5454545454545454,0.0005829599544961247,19,27
"0.0, 0.0, 1.0, 1.0, 0.0","A_1, A_2, R_3, R_4, R_5",1.0,0.2770383778382806,0.7735849056603774,1,64.2036774447638,4934,3199,0.45454545454545453,0.0005934017914078766,41,53
"0.0, 1.0, 1.0","A_1, A_2, R_1",1.0,0.23906771605509994,0.7511111111111111,3,78.58355566686343,4979,3205,0.2727272727272727,0.00217892297904754,169,225
"0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_2",0.0,1.0,1.0,14,70.1934257039997,4991,3215,0.36363636363636365,0.009082667644871584,108,108
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_1, R_0, R_2, R_3, R_5, R_6, R_7",1.0,0.004115226337448558,0.3333333333333333,1,47.25499136,4749,3218,0.6363636363636364,0.0004367537443647578,4,12
"1.0, 0.0, 1.0","A_0, A_2, R_6",1.0,0.24445190801245695,0.7544642857142857,2,67.30809821945864,4983,3218,0.2727272727272727,0.0012441887333960334,169,224
"0.0, 1.0, 0.0","A_0, A_2, R_1",0.0,0.2693290743429045,0.7692307692307693,4,70.8963078692091,4994,3224,0.2727272727272727,0.0026210334216439242,170,221
"1.0, 1.0, 0.0, 0.0","A_0, R_0, R_1, R_7",0.0,0.08139302472262583,0.6055045871559633,1,63.987240552229466,4986,3230,0.36363636363636365,0.0005914013757795488,66,109
"1.0, 1.0, 1.0, 1.0","A_0, R_4, R_6, R_7",1.0,0.5062822941801043,0.8727272727272727,2,69.02044648359787,4977,3235,0.36363636363636365,0.0012758414538598594,96,110
"1.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, R_2, R_3, R_5",1.0,0.2770383778382806,0.7735849056603774,1,63.38990525618753,4946,3237,0.45454545454545453,0.0005858805107940908,41,53
"0.0, 1.0, 1.0, 0.0","A_1, A_2, R_1, R_4",1.0,0.23044663552247954,0.7456140350877193,1,73.9606569532467,4962,3240,0.36363636363636365,0.0006835805685354771,85,114
"0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_2, R_2, R_3, R_5",1.0,0.24432505180968345,0.7543859649122807,1,67.44354291621896,4889,3246,0.45454545454545453,0.0006233462128366342,43,57
"1.0, 1.0, 0.0","A_1, A_2, R_7",0.0,0.24267335445056187,0.7533632286995515,4,67.94168677954141,4982,3249,0.2727272727272727,0.0025118012083303683,168,223
"0.0, 0.0, 0.0","A_0, A_2, R_2",0.0,0.2490501971885597,0.7572815533980582,2,69.8330767268593,4991,3287,0.2727272727272727,0.001290862906253094,156,206
"1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_6",1.0,1.0,1.0,13,77.15951706666654,4983,3309,0.36363636363636365,0.00927089797904387,105,105
"0.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, R_1, R_3, R_6",1.0,0.24486155808474971,0.7547169811320755,1,76.52799245363269,4938,3323,0.45454545454545453,0.000707309139011596,40,53
"0.0, 0.0, 0.0, 1.0","A_1, A_2, R_0, R_7",0.0,0.17525145137855438,0.7058823529411765,1,61.83008766059866,4945,3325,0.36363636363636365,0.000571463913609478,72,102
"1.0, 0.0","A_1, R_6",0.0,0.08622501598370858,0.6125290023201856,1,68.91225562516405,4991,3328,0.18181818181818182,0.0006369207740960159,264,431
"0.0, 1.0, 0.0","A_0, A_2, R_3",0.0,0.22028052643903354,0.7389162561576355,3,61.33864600734572,4992,3330,0.2727272727272727,0.0017007653084018667,150,203
"0.0, 1.0, 1.0, 1.0, 1.0","A_0, R_0, R_2, R_5, R_6",1.0,0.2454868426366091,0.7551020408163265,1,77.33569928526335,4979,3339,0.45454545454545453,0.0007147743606296935,37,49
"1.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, R_1, R_2, R_3, R_5",1.0,0.14539335680000004,0.68,1,64.44753059262347,4946,3345,0.5454545454545454,0.0005956556014782557,17,25
"1.0, 1.0, 1.0, 1.0","A_1, A_2, R_1, R_3",1.0,0.20346349914002398,0.7272727272727273,1,68.27593150554341,4975,3345,0.36363636363636365,0.0006310395553321252,80,110
"0.0, 1.0, 1.0, 1.0","A_0, A_1, R_3, R_4",1.0,0.27869847841585954,0.7745098039215687,1,76.85429540423857,4975,3349,0.36363636363636365,0.0007103249904882935,79,102
"1.0, 1.0, 0.0, 1.0","A_1, A_2, R_0, R_3",1.0,0.23363131129320844,0.7476635514018691,1,75.23694808594175,4999,3353,0.36363636363636365,0.000695376675466436,80,107
"1.0, 1.0, 1.0, 1.0","A_0, A_1, R_1, R_6",1.0,0.2084017036410597,0.7307692307692307,1,69.99987471224529,4983,3366,0.36363636363636365,0.0006469730816947303,76,104
"1.0, 0.0, 0.0, 0.0","A_0, A_1, R_4, R_5",0.0,1.0,1.0,11,75.64833383171866,4955,3369,0.36363636363636365,0.007690967941286731,98,98
"1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_2, R_3, R_4, R_7",0.0,0.1981094971036366,0.723404255319149,1,73.2000357769733,4950,3376,0.45454545454545453,0.0006765505355755782,34,47
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_1, R_3, R_7",0.0,0.3137972914145376,0.7931034482758621,2,77.86548323522771,4863,3382,0.5454545454545454,0.0014393417660655342,23,29
"0.0, 1.0, 0.0, 0.0","A_0, A_2, R_3, R_6",0.0,0.21405831560130784,0.7346938775510204,1,70.44846759274908,4953,3405,0.36363636363636365,0.0006511191965202056,72,98
"0.0, 1.0, 1.0, 1.0","A_0, A_1, R_2, R_3",1.0,1.0,1.0,12,80.19547643185248,4999,3412,0.36363636363636365,0.008894469838132399,113,113
"0.0, 0.0, 1.0, 0.0","A_0, A_1, R_0, R_7",1.0,0.26364723082896674,0.7659574468085106,1,73.53529835763791,4996,3415,0.36363636363636365,0.0006796491963357748,72,94
"1.0, 0.0, 1.0, 0.0","A_1, R_0, R_5, R_7",0.0,0.11290778742773473,0.6464646464646465,1,72.14786035673725,4982,3424,0.36363636363636365,0.0006668258156826943,64,99
"1.0, 0.0, 1.0, 0.0","A_0, A_2, R_0, R_4",0.0,0.2454868426366091,0.7551020408163265,1,72.06671417820985,4986,3454,0.36363636363636365,0.0006660758230090582,74,98
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_2, R_0, R_3, R_4, R_6",0.0,0.025480396799999996,0.48,1,61.54201702202488,4926,3454,0.5454545454545454,0.013286585535116234,12,25
"0.0, 0.0, 0.0","A_1, A_2, R_0",0.0,0.2147019059832424,0.7351351351351352,3,60.25070075213567,4988,3457,0.2727272727272727,0.00167059934178956,136,185
"1.0, 1.0, 1.0","R_0, R_5, R_6",1.0,0.150259457166637,0.6844919786096256,1,65.75348050400694,4979,3459,0.2727272727272727,0.0006077258293490912,128,187
"0.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, R_2, R_3, R_4, R_5",0.0,0.16291487262254356,0.6956521739130435,1,71.624362837002,4957,3464,0.5454545454545454,0.0006619873955427305,16,23
"1.0, 1.0, 0.0","A_2, R_0, R_1",0.0,0.09000014316734804,0.6178010471204188,1,60.204764701899464,4994,3486,0.2727272727272727,0.0005564418838178324,118,191
"0.0, 1.0, 1.0, 0.0","A_1, A_2, R_3, R_5",0.0,0.2763424767133925,0.7731958762886598,2,78.2620699416276,4970,3487,0.36363636363636365,0.0014466726627179482,75,97
"1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, R_1, R_2, R_4, R_6",1.0,0.11798236980223087,0.6521739130434783,2,66.85659613870891,4565,3509,0.5454545454545454,0.012469096510060056,15,23
"1.0, 1.0, 0.0, 0.0","A_2, R_0, R_1, R_6",0.0,0.06966740954451933,0.5869565217391305,1,61.093582756889546,4994,3511,0.36363636363636365,0.0005646567750368056,54,92
"1.0, 1.0, 1.0, 1.0","A_0, A_1, R_2, R_7",1.0,0.2593444752878952,0.7634408602150538,1,77.14397334807045,4987,3515,0.36363636363636365,0.0007130023357377004,71,93
"0.0, 0.0, 0.0","A_1, A_2, R_4",0.0,0.2012928557908491,0.7257142857142858,3,68.61833646088837,4988,3532,0.2727272727272727,0.0019026126882381751,127,175
"0.0, 1.0, 1.0","A_0, R_2, R_3",1.0,0.2588642078729486,0.7631578947368421,1,74.65506466689524,4999,3535,0.2727272727272727,0.0006899986242862712,145,190
"1.0, 1.0, 1.0, 1.0","A_1, R_2, R_5, R_6",1.0,0.22426920548352497,0.7415730337078652,1,75.34384081355691,4999,3536,0.36363636363636365,0.0006963646303403587,66,89
"0.0, 1.0, 1.0, 1.0","A_0, A_1, R_0, R_3",1.0,0.22965034521487823,0.7450980392156863,2,70.83993348228539,4943,3545,0.36363636363636365,0.0013094746315043457,76,102
"0.0, 1.0, 1.0","A_1, R_1, R_5",1.0,0.22023973677052114,0.7388888888888889,1,78.62000433687555,4979,3547,0.2727272727272727,0.0007266445361191977,133,180
"1.0, 0.0, 0.0","A_0, R_5, R_7",0.0,0.2481884326272296,0.7567567567567568,2,72.45345578687416,4929,3552,0.2727272727272727,0.0013393005562527614,140,185
"0.0, 1.0, 1.0, 0.0","A_1, R_1, R_4, R_6",1.0,0.20030418945312498,0.725,1,74.30906542691234,4969,3554,0.36363636363636365,0.0006868007300689459,58,80
"1.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, R_0, R_3, R_5",1.0,0.19001178639019078,0.717391304347826,1,74.41528223992708,4975,3561,0.45454545454545453,0.0006877824378095159,33,46
"0.0, 0.0, 0.0, 0.0","A_1, A_2, R_2, R_4",0.0,0.15275091361884177,0.6867469879518072,1,70.84365156755696,4965,3577,0.36363636363636365,0.0006547716801149098,57,83
"0.0, 0.0, 0.0, 1.0, 1.0","A_1, A_2, R_2, R_4, R_5",1.0,0.2567458542283846,0.7619047619047619,1,65.70805467490109,4911,3590,0.45454545454545453,0.0006073059816169922,32,42
"1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_1, R_2, R_3, R_4, R_5, R_6, R_7",1.0,0.2693290743429045,0.7692307692307693,2,77.742693376,4895,3599,0.6363636363636364,0.0014370719981851778,10,13
"1.0, 1.0, 1.0, 0.0","A_1, R_2, R_3, R_7",1.0,0.11839692445253605,0.6526315789473685,1,68.26965668222785,4999,3599,0.36363636363636365,0.0006309815603457878,62,95
"0.0, 0.0, 0.0, 1.0","A_1, R_4, R_5, R_7",0.0,0.18593443208187066,0.7142857142857143,1,78.02950663973895,4955,3624,0.36363636363636365,0.0007211868675673528,60,84
"0.0, 1.0, 0.0","A_0, R_2, R_6",1.0,0.12601193063276753,0.6608187134502924,1,71.3512175169725,4996,3643,0.2727272727272727,0.000659462852889241,113,171
"0.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_7",0.0,0.0,0.0,1,63.66825470377984,3646,3646,0.5454545454545454,0.0005884531525400526,0,18
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, R_1, R_2, R_3, R_6",1.0,1.0,1.0,1,82.64717846654001,4999,3661,0.5454545454545454,0.0007638656492697692,23,23
"0.0, 0.0, 1.0, 0.0","A_0, A_1, R_0, R_6",1.0,0.34486232960503455,0.8082191780821918,1,73.83923858211472,4996,3664,0.36363636363636365,0.0006824583605591267,59,73
"1.0, 1.0, 1.0, 1.0","A_0, A_1, R_5, R_7",1.0,0.21208362139917689,0.7333333333333333,2,67.51695242091819,4987,3665,0.36363636363636365,0.0012480493987728969,66,90
"0.0, 1.0, 1.0","A_1, R_4, R_5",1.0,0.2735111227791253,0.7716049382716049,4,73.18910021000536,4979,3666,0.2727272727272727,0.0027057978548666334,125,162
"1.0, 0.0, 0.0","A_2, R_1, R_7",0.0,0.24735855675697324,0.75625,1,64.68167548937132,4970,3682,0.2727272727272727,0.000597819683143184,121,160
