Specified Values,Specified Attribute Names,class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count
"0.0, 1.0, 0.0, 0.0","A_0, A_2, R_1, R_3",0.0,1.0,1.0,8,66.87278119527643,4992,3684,0.36363636363636365,0.004944567630643138,78,78
"0.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, R_2, R_4, R_5",1.0,0.3276800000000001,0.8,2,72.22768845201084,4979,3688,0.45454545454545453,0.0013351272519723475,36,45
"1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_1, A_2, R_0, R_2, R_5, R_6, R_7",1.0,0.012558674125514407,0.4166666666666667,1,52.017313279999996,4749,3713,0.6363636363636364,0.00048076945298238736,5,12
"1.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_1, R_0, R_3, R_5, R_6, R_7",1.0,0.023847592523562257,0.47368421052631576,1,56.746819635281916,4749,3713,0.5454545454545454,0.0005244818640995502,9,19
"1.0, 0.0, 0.0, 0.0","A_0, A_2, R_1, R_4",0.0,0.18593443208187066,0.7142857142857143,1,72.0822433037868,4986,3725,0.36363636363636365,0.0006662193507835269,55,77
"0.0, 0.0, 1.0, 1.0","A_1, A_2, R_2, R_4",1.0,0.22301350200402018,0.7407407407407407,1,65.7605170845134,4969,3737,0.36363636363636365,0.0006077908648679912,60,81
"0.0, 0.0, 1.0","A_1, A_2, R_0",1.0,0.2567458542283846,0.7619047619047619,2,67.41628054945743,4996,3738,0.2727272727272727,0.0012461884814159248,112,147
"0.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_1, A_2, R_1, R_2, R_4, R_6",0.0,0.21720617794361205,0.7368421052631579,2,78.6056433828823,4831,3746,0.5454545454545454,0.0014530236103158054,14,19
"1.0, 0.0, 1.0, 1.0, 1.0","A_1, R_0, R_3, R_6, R_7",1.0,0.4939144320360374,0.868421052631579,1,79.78932690883036,4983,3776,0.45454545454545453,0.0007374519872893992,33,38
"0.0, 1.0, 1.0, 0.0, 1.0","A_1, A_2, R_3, R_4, R_5",1.0,0.39052583328375096,0.8285714285714286,1,69.8238450643033,4962,3786,0.45454545454545453,0.0006453461295856468,29,35
"0.0, 0.0, 1.0, 0.0","A_0, A_2, R_0, R_4",1.0,0.2278137396050989,0.7439024390243902,1,65.86985492539665,4996,3787,0.36363636363636365,0.0006088014186747356,61,82
"0.0, 0.0, 0.0","A_2, R_2, R_6",0.0,0.279581552734375,0.775,2,76.0383579918241,4991,3823,0.2727272727272727,0.0014055673956334031,124,160
"1.0, 0.0, 0.0","A_0, R_6, R_7",0.0,0.27387844897216856,0.7718120805369127,1,70.88540465491549,4986,3828,0.2727272727272727,0.0006551575825713022,115,149
"0.0, 0.0","A_1, R_5",0.0,0.095367431640625,0.625,1,65.59036680531105,4970,3833,0.18181818181818182,0.0006062182527606226,175,280
"0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_1, A_2, R_1, R_2, R_4, R_5, R_6",0.0,0.13168724279835387,0.6666666666666666,1,75.768,4730,3874,0.6363636363636364,0.0007002849170138748,6,9
"1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, R_0, R_5, R_7",1.0,0.15359020233154297,0.6875,1,69.2839676394699,4946,3892,0.45454545454545453,0.0006403563183507308,22,32
"0.0, 0.0, 1.0, 0.0","A_0, A_1, R_1, R_7",1.0,0.17185520846396685,0.703125,1,70.50450254969535,4996,3901,0.36363636363636365,0.0006516370990011341,45,64
"0.0, 1.0, 0.0, 1.0","A_1, A_2, R_1, R_2",0.0,0.19766169100952616,0.7230769230769231,1,72.44255028242914,4970,3950,0.36363636363636365,0.0006695494841200024,47,65
"1.0, 1.0, 1.0, 1.0","A_1, R_2, R_6, R_7",1.0,0.4571035609082284,0.855072463768116,1,82.79046055317322,4977,3964,0.36363636363636365,0.0007651899323991577,59,69
"1.0, 1.0, 1.0, 1.0","A_2, R_1, R_6, R_7",1.0,0.3213298050686717,0.796875,1,78.04402228303182,4962,3969,0.36363636363636365,0.0007213210282428194,51,64
"1.0, 0.0, 0.0","A_1, R_0, R_7",0.0,0.10189707818930038,0.6333333333333333,1,72.79943592301814,4982,4002,0.2727272727272727,0.0006728479957766821,76,120
"1.0, 0.0, 1.0, 1.0","A_0, A_2, R_2, R_6",1.0,0.19075113096875485,0.717948717948718,1,78.6867389921333,4977,4003,0.36363636363636365,0.0007272613304455508,56,78
"1.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_2, R_1, R_3, R_5, R_7",1.0,0.01183710753970294,0.4117647058823529,1,68.58585188188161,4539,4005,0.5454545454545454,0.0006339039910441,7,17
"0.0, 0.0, 1.0, 0.0","A_1, A_2, R_3, R_4",0.0,0.231092867969897,0.746031746031746,1,70.45795447271476,4988,4009,0.36363636363636365,0.0006512068789052426,47,63
"1.0, 0.0, 0.0, 0.0","A_2, R_5, R_6, R_7",0.0,0.1765140646801405,0.7068965517241379,1,78.4122758924745,4896,4024,0.36363636363636365,0.0007247246082281512,41,58
"0.0, 1.0, 0.0","A_1, R_5, R_6",1.0,0.12098686026785263,0.6554621848739496,1,70.65465428815878,4969,4028,0.2727272727272727,0.0006530248748129459,78,119
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_1, R_0, R_2, R_4, R_5, R_6",1.0,0.3787874412704941,0.8235294117647058,2,75.5114159931392,4969,4028,0.5454545454545454,0.0013958268842349188,14,17
"1.0, 0.0, 1.0, 1.0, 1.0","A_0, R_1, R_4, R_6, R_7",1.0,0.5241073981293608,0.8787878787878788,1,76.72708031130887,4977,4029,0.45454545454545453,0.0007091492063736912,29,33
"0.0, 0.0, 1.0, 0.0","A_0, A_2, R_2, R_4",1.0,0.2994492622121735,0.7857142857142857,1,73.60357503533213,4996,4035,0.36363636363636365,0.0006802802427877477,44,56
"0.0, 1.0, 1.0","A_0, A_2, R_3",1.0,0.29710982631895394,0.7844827586206896,2,78.90563956295065,4999,4045,0.2727272727272727,0.0014585690331872985,91,116
"1.0, 1.0, 1.0, 1.0","A_1, A_2, R_2, R_3",1.0,0.20562798495676804,0.7288135593220338,1,72.1477737823803,4999,4052,0.36363636363636365,0.0006668250155201404,43,59
"1.0, 1.0","A_1, R_3",1.0,0.09848375240851535,0.6290322580645161,1,65.36120442615271,4999,4052,0.18181818181818182,0.0006041002219603956,156,248
"0.0, 0.0, 1.0, 1.0","A_0, A_2, R_2, R_7",1.0,0.24345215148144456,0.7538461538461538,1,76.00973851996534,4969,4081,0.36363636363636365,0.0007025191826589095,49,65
"0.0, 0.0, 0.0","A_1, R_4, R_5",0.0,0.2373046875,0.75,1,75.86195774590337,4970,4095,0.2727272727272727,0.000701153320459825,84,112
"0.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_1, R_2, R_3, R_4, R_5, R_6",0.0,0.43375716751999094,0.8461538461538461,1,78.922645504,4841,4098,0.5454545454545454,0.0007294416938190806,11,13
"0.0, 1.0, 1.0, 1.0, 1.0","A_0, R_1, R_3, R_6, R_7",1.0,0.2994492622121735,0.7857142857142857,1,79.94542270518677,4922,4108,0.45454545454545453,0.0007388947009917229,22,28
"1.0, 0.0, 0.0, 1.0","A_1, A_2, R_0, R_6",1.0,0.3666478320532007,0.8181818181818182,1,81.41412212458309,4983,4117,0.36363636363636365,0.0007524691394225944,45,55
"1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, R_2, R_3, R_4, R_5, R_6",1.0,0.46266436603796024,0.8571428571428571,2,72.96000000000001,4814,4117,0.6363636363636364,0.001348664015028305,6,7
"1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_2, R_4, R_5",0.0,1.0,1.0,1,82.86891254143649,4862,4119,0.45454545454545453,0.0007659150240485415,27,27
"0.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_2, R_0, R_1, R_2, R_6, R_7",0.0,0.620921323059155,0.9090909090909091,1,87.7264128,4966,4126,0.5454545454545454,0.0008108104174265248,10,11
"1.0, 0.0, 0.0","A_1, R_2, R_6",0.0,0.22481780895283973,0.7419354838709677,1,76.48564447216775,4991,4142,0.2727272727272727,0.0007069177382528867,92,124
"1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_6",0.0,1.0,1.0,13,71.26274937701567,4986,4146,0.36363636363636365,0.008562387431866113,64,64
"1.0, 1.0, 1.0","A_1, A_2, R_3",1.0,0.18924868783306345,0.7168141592920354,1,63.29223876891045,4999,4153,0.2727272727272727,0.0005849778293462782,81,113
"1.0, 0.0, 0.0, 0.0, 1.0","A_1, A_2, R_0, R_1, R_6",1.0,0.3882095537407485,0.8275862068965517,1,82.08444643590583,4977,4157,0.45454545454545453,0.0007586646045889844,24,29
"1.0, 1.0, 0.0","A_2, R_1, R_4",1.0,0.10088920205974097,0.6320754716981132,1,74.79352107637116,4962,4158,0.2727272727272727,0.0006912783061469496,67,106
"1.0, 0.0, 0.0","A_0, A_1, R_5",0.0,0.2179908815258362,0.7373737373737373,2,60.913283712674286,4955,4160,0.2727272727272727,0.0011259807261580804,73,99
"0.0, 0.0, 0.0, 0.0","A_1, A_2, R_0, R_1",0.0,0.1823861694344157,0.7115384615384616,2,66.73021265838581,4965,4163,0.36363636363636365,0.0012335065313534982,37,52
"1.0, 1.0, 0.0, 0.0","A_1, A_2, R_5, R_7",0.0,0.17256359665582893,0.7037037037037037,1,73.2615130382094,4929,4165,0.36363636363636365,0.0006771187384947917,38,54
"0.0, 0.0, 1.0, 1.0","A_2, R_0, R_2, R_6",1.0,0.12620105251171496,0.6610169491525424,1,77.7699900507843,4977,4171,0.36363636363636365,0.0007187882883127884,39,59
"0.0, 0.0, 1.0, 1.0","A_0, A_1, R_1, R_3",1.0,0.2550063900805163,0.7608695652173914,1,79.27894202914183,4996,4177,0.36363636363636365,0.0007327347605826388,35,46
"1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_2, R_1, R_2, R_4",0.0,0.2994492622121735,0.7857142857142857,2,71.67778697999472,4988,4190,0.45454545454545453,0.0013249623352081035,22,28
"0.0, 0.0, 0.0","A_0, R_0, R_2",0.0,0.17206514639208775,0.7032967032967034,3,75.11882700795611,4991,4194,0.2727272727272727,0.021614552448421344,64,91
"0.0, 0.0, 0.0","A_1, R_0, R_1",0.0,0.26364723082896674,0.7659574468085106,2,68.31064939279501,4965,4209,0.2727272727272727,0.0012627208700558903,72,94
"1.0, 0.0, 0.0","A_2, R_3, R_7",0.0,0.2454868426366091,0.7551020408163265,1,68.81585992200165,4982,4212,0.2727272727272727,0.00063602983785658,74,98
"1.0, 1.0","R_0, R_4",1.0,0.09438830819828431,0.6237113402061856,1,68.10801737751892,4979,4214,0.18181818181818182,0.0006294876108277291,121,194
"1.0, 1.0, 1.0","A_2, R_1, R_3",1.0,0.1914134606469048,0.7184466019417476,1,80.33058797791698,4979,4215,0.2727272727272727,0.0007424545868412965,74,103
"1.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_1, A_2, R_3, R_4, R_5, R_7",0.0,0.0,0.0,3,70.0893201408,4222,4222,0.5454545454545454,0.0019433993402897937,0,14
"1.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, R_3, R_4, R_5",1.0,0.15601271289092586,0.6896551724137931,1,70.19476910492794,4881,4228,0.45454545454545453,0.000648774391002172,20,29
"1.0, 1.0, 0.0, 1.0, 1.0","A_1, A_2, R_0, R_3, R_7",1.0,1.0,1.0,6,81.74152861561522,4922,4228,0.45454545454545453,0.004532971142158171,28,28
"1.0, 1.0, 0.0","A_0, R_0, R_6",0.0,0.07504138949927083,0.5957446808510638,1,63.23107333520955,4986,4240,0.2727272727272727,0.0005844125084896718,56,94
"0.0, 0.0, 1.0, 0.0, 1.0","A_2, R_0, R_2, R_5, R_6",1.0,0.13168724279835387,0.6666666666666666,1,78.12826300380371,4895,4242,0.45454545454545453,0.0007220996221895373,20,30
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, R_0, R_2, R_4",1.0,0.0,0.0,1,82.21455877799936,4248,4248,0.45454545454545453,0.0007598671664975136,0,18
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_1, R_0, R_1, R_2, R_5, R_6",1.0,0.401877572016461,0.8333333333333334,1,79.25645311999999,4969,4249,0.5454545454545454,0.0007325269070841681,10,12
"0.0, 0.0, 1.0, 1.0","A_1, A_2, R_4, R_5",1.0,0.1385445030619302,0.673469387755102,1,66.16041009354561,4969,4281,0.36363636363636365,0.0006114868716603646,33,49
"0.0, 1.0, 1.0, 1.0","A_0, A_2, R_1, R_5",1.0,0.2994492622121735,0.7857142857142857,1,85.43263067204043,4979,4283,0.36363636363636365,0.0007896101610237415,33,42
"1.0, 1.0, 1.0","A_0, A_2, R_7",1.0,0.2558354088543162,0.7613636363636364,3,60.20565168660668,4987,4299,0.2727272727272727,0.0016693502452930634,67,88
"1.0, 0.0, 0.0, 1.0","A_0, A_2, R_0, R_6",1.0,0.3632654951131687,0.8166666666666667,3,69.40135990619531,4983,4300,0.36363636363636365,0.0019243239453025042,49,60
"1.0, 1.0","A_1, R_7",1.0,0.10025985276877004,0.6312849162011173,1,67.89405197909778,4987,4301,0.18181818181818182,0.0006275100379568972,113,179
"0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_1, R_5",1.0,0.023078380428451596,0.47058823529411764,1,78.28586085580801,4922,4311,0.45454545454545453,0.0007235562186248714,8,17
"1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, R_0, R_1, R_4, R_5, R_6",1.0,1.0,1.0,1,80.2,4893,4317,0.6363636363636364,0.0007412476288738354,5,5
"0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, R_1, R_2, R_3, R_5, R_6",1.0,1.0,1.0,1,86.46079999999999,4943,4321,0.6363636363636364,0.0007991130048695124,8,8
"1.0, 0.0, 0.0, 1.0","A_1, R_4, R_5, R_7",1.0,0.095367431640625,0.625,1,73.82480153288891,4983,4332,0.36363636363636365,0.0006823249262884713,25,40
"1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_7",1.0,0.0,0.0,1,64.9596941312,4343,4343,0.45454545454545453,0.0006003892674204688,0,14
"0.0, 0.0, 1.0","A_0, A_1, R_1",1.0,0.24248581709132566,0.7532467532467533,1,77.30071089365525,4996,4349,0.2727272727272727,0.0007144509808002968,58,77
"0.0, 0.0, 0.0, 1.0","A_2, R_0, R_2, R_7",0.0,0.11707060933908406,0.6511627906976745,1,63.95823070110082,4991,4358,0.36363636363636365,0.000591133252545595,28,43
"1.0, 0.0, 0.0, 0.0","A_0, A_1, R_2, R_4",0.0,0.2149341667858102,0.7352941176470589,1,66.94819696985503,4965,4383,0.36363636363636365,0.0006187679833077747,25,34
"0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, R_2, R_4, R_6",1.0,0.10049355861780968,0.631578947368421,1,73.10217555361791,4895,4385,0.45454545454545453,0.0006756460635241662,12,19
"0.0, 1.0, 0.0","A_0, A_1, R_2",0.0,0.30286759735107416,0.7875,2,70.57308028156338,4991,4389,0.2727272727272727,0.0013045418558860768,63,80
"0.0, 0.0, 0.0","A_0, R_1, R_3",0.0,0.3276800000000001,0.8,2,66.53906950967678,4992,4409,0.2727272727272727,0.0012299732544019757,64,80
"0.0, 1.0, 1.0","A_0, R_1, R_3",1.0,0.2488222127684893,0.7571428571428571,1,77.33738570304118,4996,4416,0.2727272727272727,0.0007147899473276874,53,70
"1.0, 1.0, 0.0, 0.0","A_0, A_1, R_3, R_7",0.0,0.5035835674196454,0.8717948717948718,1,79.85028992455993,4986,4423,0.36363636363636365,0.0007380154373001042,34,39
"1.0, 1.0, 0.0, 0.0, 0.0","A_1, A_2, R_2, R_5, R_7",0.0,0.18593443208187066,0.7142857142857143,1,77.14619239701413,4929,4425,0.45454545454545453,0.0007130228452734592,15,21
"0.0, 0.0, 1.0, 1.0","A_1, A_2, R_0, R_2",1.0,0.13168724279835387,0.6666666666666666,1,70.92297910969648,4996,4431,0.36363636363636365,0.0006555048640614848,26,39
"1.0, 1.0, 0.0, 1.0","A_0, A_1, R_4, R_7",1.0,0.08648873310982921,0.6129032258064516,1,67.67380326019936,4987,4435,0.36363636363636365,0.000625474391564803,19,31
"1.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, R_3, R_4, R_5, R_7",1.0,0.05292214940134466,0.5555555555555556,1,77.024,4983,4437,0.5454545454545454,0.0007118934833713005,5,9
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, R_0, R_4, R_5",0.0,0.44370531249999995,0.85,1,81.96671303569899,4896,4445,0.45454545454545453,0.0007575764549163836,17,20
"1.0, 1.0, 0.0, 1.0, 1.0","A_1, A_2, R_5, R_6, R_7",1.0,0.26150027784488145,0.7647058823529411,1,73.3026064072704,4889,4458,0.45454545454545453,0.000677498543511985,13,17
"1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, R_1, R_4, R_7",1.0,0.095367431640625,0.625,1,74.653631545344,4983,4458,0.45454545454545453,0.0006899853786759002,10,16
"0.0, 0.0, 1.0, 1.0, 1.0","A_1, A_2, R_0, R_2, R_5",1.0,0.1590361251087416,0.6923076923076923,1,72.31755878400001,4969,4469,0.45454545454545453,0.0006683942515534192,9,13
"1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_6",0.0,0.026524537874001226,0.4838709677419355,1,60.80645028687452,4955,4470,0.36363636363636365,0.012611004298384744,15,31
"0.0, 0.0, 0.0","A_1, R_2, R_4",0.0,0.058106795522064596,0.5660377358490566,1,71.82907749161335,4965,4483,0.2727272727272727,0.006800192576315603,30,53
"0.0, 1.0, 1.0","A_1, A_2, R_0",1.0,0.09699482462268358,0.6271186440677966,1,77.19904793946918,4979,4501,0.2727272727272727,0.0007135113620504873,37,59
"1.0, 1.0, 1.0","A_1, R_6, R_7",1.0,0.2567458542283846,0.7619047619047619,1,73.3022794039546,4983,4503,0.2727272727272727,0.0006774955211873906,48,63
"0.0, 1.0, 0.0","A_1, A_2, R_5",0.0,0.19526041471498232,0.7213114754098361,2,75.3280617539457,4970,4506,0.2727272727272727,0.0013924375851065859,44,61
"0.0, 1.0, 0.0","A_1, R_3, R_5",0.0,0.10979242280002384,0.6428571428571429,1,68.53027156110576,4970,4506,0.2727272727272727,0.0006333902905330384,45,70
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, R_2, R_3, R_7",0.0,0.512908935546875,0.875,1,82.343898943488,4986,4531,0.45454545454545453,0.0007610625915721596,14,16
"0.0, 1.0","A_0, R_3",1.0,0.1259123951475064,0.6607142857142857,1,73.69523790846749,4999,4542,0.18181818181818182,0.0006811274358970663,74,112
"0.0, 1.0, 1.0, 0.0","A_0, A_1, R_2, R_6",1.0,0.3437397318290407,0.8076923076923077,2,67.70017687818549,4975,4544,0.36363636363636365,0.0012514362988851433,21,26
"0.0, 1.0, 1.0, 0.0","A_1, A_2, R_0, R_6",1.0,0.11950274109665414,0.6538461538461539,1,72.04243354146459,4954,4550,0.36363636363636365,0.0006658514094876744,17,26
"1.0, 0.0","A_1, R_3",0.0,0.19583993670940167,0.7217391304347827,1,71.49908119382704,4992,4551,0.18181818181818182,0.0006608294813164854,83,115
"1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_5",1.0,0.03125,0.5,1,64.6404663296,4944,4557,0.45454545454545453,0.0005974388079316084,7,14
"1.0, 1.0, 0.0, 0.0, 1.0","A_0, R_2, R_4, R_5, R_7",0.0,0.19649623617673456,0.7222222222222222,1,72.83315559104513,4955,4558,0.45454545454545453,0.0006731596494421612,13,18
"1.0, 1.0, 1.0, 1.0","A_1, R_2, R_3, R_7",1.0,0.512908935546875,0.875,1,80.52055388414108,4943,4561,0.36363636363636365,0.0007442103446661779,28,32
"1.0, 0.0, 0.0, 1.0, 1.0","A_1, A_2, R_2, R_4, R_7",0.0,0.2373046875,0.75,2,66.96333007667201,4991,4562,0.45454545454545453,0.001237815701766312,12,16
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, R_0, R_3, R_4, R_6, R_7",1.0,1.0,1.0,1,86.0,4922,4565,0.6363636363636364,0.0007948540658746862,5,5
"1.0, 1.0","A_1, R_2",1.0,0.07446556817747328,0.5948275862068966,1,67.38022387190097,4999,4566,0.18181818181818182,0.0006227609872572916,69,116
"0.0, 0.0, 0.0, 1.0","A_0, A_2, R_2, R_4",0.0,0.27550608968587587,0.7727272727272727,2,70.75834786311962,4991,4574,0.36363636363636365,0.0013079665231064198,17,22
"1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_1, R_5",1.0,0.0,0.0,1,65.7215872,4582,4582,0.45454545454545453,0.0006074310558332295,0,11
"1.0, 0.0, 1.0, 1.0","A_1, A_2, R_0, R_7",0.0,0.038660462936795,0.5217391304347826,1,68.54612680781585,4968,4600,0.36363636363636365,0.009753572544549291,12,23
"1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_3",0.0,0.040386107340619246,0.5263157894736842,1,68.40028492221646,4982,4603,0.36363636363636365,0.0006321888904350087,10,19
"0.0, 1.0, 0.0, 1.0","A_0, R_2, R_6, R_7",1.0,0.2935778904262872,0.782608695652174,1,73.3411062733604,4969,4604,0.36363636363636365,0.0006778543781061393,18,23
"0.0, 0.0, 0.0, 1.0","A_0, A_2, R_0, R_1",0.0,0.34765472254481466,0.8095238095238095,1,71.02700614957794,4991,4610,0.36363636363636365,0.0006564663328476556,17,21
"1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, R_2, R_4, R_5",0.0,1.0,1.0,1,71.70067200000001,4955,4614,0.45454545454545453,0.0006626926821528754,10,10
"1.0, 1.0, 0.0, 1.0","A_0, R_2, R_4, R_7",0.0,0.048282842081079885,0.5454545454545454,1,66.7932623068007,4955,4614,0.36363636363636365,0.007610052943535115,12,22
"1.0, 1.0, 1.0","A_0, R_6, R_7",1.0,0.2550063900805163,0.7608695652173914,1,66.96435932198621,4983,4616,0.2727272727272727,0.0006189173636717928,35,46
"0.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, R_1, R_2, R_7",1.0,0.0063582343481257495,0.36363636363636365,1,72.137216,4954,4632,0.45454545454545453,0.0006667274353311682,4,11
"1.0, 0.0","A_2, R_3",0.0,0.11798236980223087,0.6521739130434783,1,62.043991473556524,4992,4645,0.18181818181818182,0.0005734409172773345,60,92
"0.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_2, R_4, R_6",1.0,1.0,1.0,1,68.0,4906,4647,0.5454545454545454,0.0006284892613892868,5,5
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, R_0, R_1, R_2, R_6, R_7",1.0,1.0,1.0,1,93.75,4791,4650,0.5454545454545454,0.0008664833566947889,4,4
"1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_7",0.0,0.0,0.0,1,60.61263047065599,4652,4652,0.36363636363636365,0.0005602115787553583,0,16
"1.0, 1.0, 1.0, 1.0","A_1, A_2, R_3, R_7",1.0,1.0,1.0,2,73.14053793415167,4946,4679,0.36363636363636365,0.0013520012548191205,18,18
"1.0, 0.0, 0.0, 0.0","A_0, R_4, R_6, R_7",0.0,0.48045708347045346,0.8636363636363636,1,75.43950158977853,4986,4691,0.36363636363636365,0.0006972487740255271,19,22
"0.0, 1.0, 0.0, 1.0","A_0, A_1, R_2, R_7",0.0,0.20346349914002398,0.7272727272727273,1,67.39481966314914,4991,4693,0.36363636363636365,0.0006228958886993645,16,22
"1.0, 1.0","R_2, R_3",1.0,0.1134276198236865,0.6470588235294118,1,70.03169453814442,4999,4697,0.18181818181818182,0.0006472671760899785,55,85
"1.0, 1.0, 1.0, 0.0","A_1, A_2, R_3, R_6",1.0,0.1590361251087416,0.6923076923076923,1,65.06481459199999,4975,4698,0.36363636363636365,0.0006013608421376025,9,13
"0.0, 1.0, 1.0, 1.0","A_1, A_2, R_5, R_7",1.0,0.22059995870325735,0.7391304347826086,1,75.94583440650771,4962,4699,0.36363636363636365,0.0007019285495843988,17,23
"1.0, 1.0, 1.0","A_0, R_3, R_5",1.0,0.10595390899440861,0.6382978723404256,1,61.82693712518181,4962,4699,0.2727272727272727,0.0005714347948201087,30,47
"0.0, 1.0, 1.0, 1.0","A_1, R_0, R_1, R_3",1.0,0.28462802079628785,0.7777777777777778,1,81.02985740976126,4996,4701,0.36363636363636365,0.0007489175769697071,14,18
"0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_2, R_2, R_3, R_4",0.0,0.00012860082304526745,0.16666666666666666,1,79.03999999999999,4710,4710,0.45454545454545453,0.0007305263414736651,1,6
"0.0, 0.0, 0.0","A_1, R_1, R_5",0.0,0.3158088059220047,0.7941176470588235,1,72.38586318036174,4970,4718,0.2727272727272727,0.0006690255541948754,27,34
"0.0, 1.0, 0.0, 1.0, 1.0","A_0, R_0, R_1, R_2, R_6",1.0,0.019403791345598595,0.45454545454545453,1,72.3979008,4943,4721,0.45454545454545453,0.0006691368117636302,5,11
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_3, R_6",0.0,0.0,0.0,1,93.6,4721,4721,0.5454545454545454,0.0008650969833240771,0,5
"0.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, R_0, R_1, R_2, R_4",1.0,1.0,1.0,1,69.0,4737,4737,0.5454545454545454,0.0006377317505273645,3,3
"0.0, 1.0, 1.0, 0.0","A_1, R_0, R_3, R_6",1.0,0.08825375108068294,0.6153846153846154,1,73.721965568,4996,4737,0.36363636363636365,0.0006813744659999818,8,13
"1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, R_3, R_5, R_6",1.0,0.2373046875,0.75,1,64.872572379136,4944,4749,0.45454545454545453,0.000599584045573327,12,16
"0.0, 0.0, 0.0, 1.0","A_1, R_1, R_5, R_6",0.0,0.28462802079628785,0.7777777777777778,1,73.30389012299777,4970,4752,0.36363636363636365,0.0006775104082406516,14,18
"1.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, R_0, R_3, R_4",1.0,0.2373046875,0.75,1,74.9408,4999,4753,0.45454545454545453,0.0006926395299988569,6,8
"0.0, 1.0, 1.0, 0.0","A_0, A_1, R_1, R_2",0.0,0.3276800000000001,0.8,2,70.75537135616,4991,4754,0.36363636363636365,0.0013079115024399323,12,15
"1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_3",1.0,0.0003200000000000001,0.2,1,59.2,4757,4757,0.45454545454545453,0.0005471553569742027,1,5
"0.0, 1.0, 1.0","R_0, R_6, R_7",1.0,0.10255278437793762,0.6341463414634146,1,70.12130429960058,4983,4757,0.2727272727272727,0.0006480953933369029,26,41
"1.0, 0.0, 1.0","A_0, R_1, R_6",1.0,0.08082104508786613,0.6046511627906976,1,68.06106969240588,4977,4762,0.2727272727272727,0.000629053697358014,26,43
"0.0, 0.0, 0.0, 0.0","A_1, R_0, R_1, R_5",0.0,0.670176922268936,0.9230769230769231,1,78.04067993599999,4945,4773,0.36363636363636365,0.0007212901366366819,12,13
"0.0, 0.0","A_2, R_7",0.0,0.1043582467665522,0.6363636363636364,1,69.80672048985824,4988,4779,0.18181818181818182,0.0006451878558923441,35,55
"1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_1, A_2, R_0, R_3, R_5, R_6, R_7",1.0,0.0,0.0,1,59.5,4784,4784,0.6363636363636364,0.000549928103715626,0,2
