A_0,A_1,A_2,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count
0.0,0.0,1.0,0.0,0.0,#,#,#,0.0,#,1.0,0.0,1.0,1.0,1,52.006929114379055,4973,2460,0.6363636363636364,0.0007648157457331067,20,20
0.0,#,0.0,#,#,0.0,1.0,0.0,0.0,#,#,0.0,0.19474494400297804,0.7209302325581395,1,37.328758731621306,4975,2472,0.5454545454545454,0.0005489580510286787,31,43
#,#,#,#,1.0,0.0,0.0,#,#,0.0,0.0,0.0,0.19740847340122253,0.7228915662650602,1,52.16933468836072,4971,2478,0.45454545454545453,0.0007567971217298053,60,83
#,#,#,#,#,#,#,#,0.0,#,0.0,0.0,0.09355899936730357,0.6226114649681529,1,52.37145919752036,4982,2489,0.18181818181818182,0.0007605126844883725,391,628
1.0,0.0,1.0,#,#,#,#,#,0.0,#,#,0.0,1.0,1.0,14,53.55727291247779,4978,2489,0.36363636363636365,0.011026612193283353,159,159
#,1.0,1.0,#,#,#,#,0.0,#,#,0.0,0.0,0.22541812318751486,0.7423312883435583,1,55.98104704731061,4983,2542,0.36363636363636365,0.0008232592651307171,121,163
1.0,0.0,#,#,#,#,#,1.0,1.0,#,#,1.0,1.0,1.0,8,51.07374794024148,4980,2561,0.36363636363636365,0.006008738802076359,150,150
1.0,0.0,#,#,0.0,#,#,1.0,#,0.0,#,1.0,0.21720617794361205,0.7368421052631579,1,42.20357870632683,4899,2571,0.45454545454545453,0.0006206473266263455,56,76
#,0.0,0.0,1.0,#,#,1.0,#,1.0,#,#,1.0,0.23207791712921816,0.7466666666666667,2,49.36429855105295,4997,2594,0.45454545454545453,0.0014519062537179017,56,75
0.0,1.0,0.0,#,#,0.0,#,#,#,#,#,0.0,1.0,1.0,9,53.08849981906694,4975,2610,0.36363636363636365,0.006963243439782978,151,151
0.0,#,0.0,#,#,0.0,#,#,#,#,#,0.0,0.2270775906962369,0.743421052631579,2,45.24527290955103,4975,2618,0.2727272727272727,0.0012590304976741343,226,304
1.0,0.0,1.0,#,#,#,#,#,0.0,#,1.0,0.0,1.0,1.0,2,63.06972850796991,4939,2639,0.45454545454545453,0.0018550113326599373,74,74
0.0,#,#,#,1.0,#,#,#,#,#,1.0,1.0,0.10180432644031806,0.6332179930795848,1,54.80972185717868,4997,2649,0.2727272727272727,0.0007906281205247328,183,289
1.0,1.0,#,1.0,#,#,#,#,#,#,1.0,1.0,0.2588642078729486,0.7631578947368421,1,58.51470638283646,4984,2650,0.36363636363636365,0.0008605193492605083,116,152
#,1.0,1.0,0.0,#,#,0.0,#,#,#,#,0.0,0.21668253744980712,0.7364864864864865,1,49.42334409002752,4991,2658,0.36363636363636365,0.0007268214526511492,109,148
1.0,#,0.0,#,#,#,#,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,48.95352714876914,4933,2668,0.5454545454545454,0.0007199123080351248,37,37
#,1.0,0.0,0.0,#,1.0,1.0,#,#,#,#,1.0,0.21720617794361205,0.7368421052631579,1,57.24358377412239,4960,2670,0.45454545454545453,0.0008418261750535915,56,76
1.0,0.0,1.0,#,1.0,1.0,1.0,0.0,0.0,#,#,0.0,1.0,1.0,1,65.619328,4920,2703,0.7272727272727273,0.0009650001669671655,10,10
#,0.0,#,1.0,#,1.0,1.0,1.0,1.0,#,#,1.0,0.534824985896467,0.8823529411764706,1,52.707855078644876,4899,2710,0.5454545454545454,0.0007751235878455426,30,34
#,#,1.0,#,1.0,#,0.0,#,#,#,0.0,0.0,0.10808495340997812,0.6408450704225352,1,45.59928036469166,4978,2712,0.36363636363636365,0.0006705846357571666,91,142
0.0,#,#,1.0,#,1.0,#,0.0,#,0.0,#,1.0,0.2535525376,0.76,1,46.82094657390564,4964,2714,0.45454545454545453,0.0006437741043912993,57,75
0.0,0.0,1.0,#,0.0,#,#,1.0,#,#,1.0,0.0,1.0,1.0,2,43.16561700815403,4994,2722,0.5454545454545454,0.0012695901920882018,35,35
#,0.0,0.0,1.0,1.0,#,#,1.0,#,#,1.0,1.0,1.0,1.0,1,63.35316771459158,4997,2724,0.5454545454545454,0.000931673933364263,37,37
#,1.0,1.0,#,1.0,#,1.0,#,#,#,#,1.0,0.22923385938837465,0.7448275862068966,1,60.55233088197154,4988,2728,0.36363636363636365,0.0008904847274777577,108,145
#,1.0,1.0,#,#,#,#,#,#,#,1.0,1.0,0.2516652922734306,0.7588652482269503,1,52.97779348516927,4988,2731,0.2727272727272727,0.000779093311634346,214,282
1.0,1.0,1.0,0.0,#,#,1.0,#,#,0.0,0.0,0.0,1.0,1.0,1,56.08893901442253,4931,2752,0.6363636363636364,0.0008248459282290869,19,19
#,0.0,#,#,#,#,#,1.0,#,#,1.0,1.0,0.10355343122695915,0.6353790613718412,1,55.284467323513496,4997,2754,0.2727272727272727,0.0008130153389848999,176,277
#,0.0,0.0,#,1.0,#,0.0,1.0,#,#,#,1.0,0.2255592918474078,0.7424242424242424,1,50.23547636126329,4806,2758,0.45454545454545453,0.0007387646986615616,49,66
1.0,1.0,#,1.0,#,#,1.0,#,#,#,0.0,0.0,0.2731986815017553,0.7714285714285715,1,49.42117467566729,4983,2761,0.45454545454545453,0.0007267895491665563,54,70
1.0,#,0.0,0.0,#,#,#,#,#,1.0,0.0,1.0,0.24309233458977172,0.7536231884057971,1,41.54460227369902,4942,2765,0.45454545454545453,0.0006109563958153311,52,69
#,0.0,#,0.0,0.0,0.0,#,#,#,1.0,0.0,0.0,0.20346349914002398,0.7272727272727273,1,45.03446809806242,4817,2769,0.5454545454545454,0.0006622784865140302,24,33
0.0,0.0,#,0.0,0.0,#,0.0,#,#,#,0.0,0.0,1.0,1.0,1,44.09915025377007,4817,2769,0.5454545454545454,0.0006485236690933232,32,32
#,1.0,#,#,#,#,#,#,#,#,1.0,1.0,0.09553938873917982,0.6252252252252253,1,56.182931918073265,4988,2780,0.18181818181818182,0.0008158712154030486,347,555
#,1.0,1.0,#,#,#,1.0,#,#,#,#,1.0,0.22747687661975755,0.7436823104693141,2,57.63601169582723,4988,2780,0.2727272727272727,0.0016951944680017078,206,277
#,1.0,1.0,#,#,1.0,#,#,#,#,0.0,0.0,0.24849635868440414,0.7569444444444444,1,54.66723010193704,4983,2784,0.36363636363636365,0.0008039382264932932,109,144
1.0,#,0.0,#,#,#,1.0,0.0,#,0.0,1.0,0.0,1.0,1.0,1,49.753727027050374,4933,2790,0.5454545454545454,0.0007316800758511636,37,37
0.0,0.0,#,1.0,1.0,#,#,#,#,0.0,#,1.0,1.0,1.0,6,60.44351653223115,4997,2798,0.45454545454545453,0.005333306998726262,74,74
#,1.0,1.0,1.0,#,1.0,#,#,#,0.0,1.0,1.0,0.22621766644850363,0.7428571428571429,1,54.12082614573364,4984,2800,0.5454545454545454,0.0007959027905167498,26,35
1.0,1.0,0.0,1.0,#,#,1.0,#,1.0,#,0.0,0.0,0.05292214940134466,0.5555555555555556,1,48.45789178003456,4857,2815,0.6363636363636364,0.0007126234767081155,10,18
0.0,0.0,#,1.0,1.0,#,1.0,#,#,#,#,1.0,1.0,1.0,3,62.962649352425515,4997,2835,0.45454545454545453,0.002777792869402094,69,69
0.0,#,1.0,#,1.0,#,#,#,#,0.0,#,1.0,0.2491676072360618,0.7573529411764706,1,57.00000815880166,4988,2835,0.36363636363636365,0.0008382441434080733,103,136
1.0,0.0,#,#,#,#,1.0,1.0,1.0,#,#,1.0,1.0,1.0,1,51.165408873426706,4980,2851,0.45454545454545453,0.0007524403191968084,66,66
0.0,1.0,#,#,#,0.0,#,#,#,#,#,0.0,0.23875697623093395,0.7509157509157509,2,51.04966735173044,4991,2852,0.2727272727272727,0.0014724295744616327,205,273
#,#,0.0,0.0,1.0,0.0,#,0.0,#,0.0,1.0,0.0,1.0,1.0,1,55.2351665291264,4905,2857,0.6363636363636364,0.0008122903197525305,17,17
#,1.0,0.0,#,#,0.0,0.0,#,#,0.0,#,0.0,1.0,1.0,1,60.218525282662135,4906,2858,0.45454545454545453,0.0009047617249990471,66,66
1.0,#,#,#,#,0.0,#,0.0,0.0,#,0.0,0.0,0.5185701272041218,0.8769230769230769,1,58.501953322947216,4906,2858,0.45454545454545453,0.0008603318023090603,57,65
1.0,1.0,1.0,#,#,#,#,#,#,#,0.0,0.0,1.0,1.0,8,55.20188093652386,4983,2863,0.36363636363636365,0.006494406565168984,136,136
1.0,1.0,#,#,#,#,#,#,#,#,1.0,1.0,0.24335806733065923,0.7537878787878788,1,59.88001572855627,4984,2901,0.2727272727272727,0.0008805976369653359,199,264
0.0,#,#,#,#,1.0,1.0,0.0,#,#,#,1.0,0.2373046875,0.75,1,56.56528037296415,4964,2912,0.36363636363636365,0.0008228997528411596,99,132
1.0,1.0,1.0,#,#,1.0,#,#,#,0.0,1.0,1.0,1.0,1.0,3,54.58356938154512,4984,2936,0.5454545454545454,0.002408123726908095,32,32
0.0,#,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,62.5,4986,2938,0.9090909090909091,0.0009191272186671563,2,2
#,1.0,0.0,#,#,0.0,#,#,#,0.0,#,0.0,1.0,1.0,9,56.562275822736744,4975,2954,0.36363636363636365,0.0075379550135576115,127,127
1.0,0.0,1.0,0.0,1.0,#,#,1.0,1.0,#,#,1.0,1.0,1.0,2,40.10675062784,4767,2957,0.6363636363636364,0.0011796225969390017,15,15
1.0,0.0,#,1.0,#,#,#,#,0.0,#,1.0,0.0,0.2503403425672665,0.7580645161290323,1,53.644643602569786,4879,2961,0.45454545454545453,0.0007889000331331332,47,62
#,#,0.0,0.0,1.0,0.0,#,0.0,#,0.0,1.0,1.0,0.0,0.0,1,55.5104739328,2990,2990,0.6363636363636364,0.0008163390002040022,0,14
0.0,#,#,#,0.0,0.0,1.0,0.0,#,#,#,0.0,0.09381424937119162,0.6229508196721312,1,36.83740848462817,4973,2992,0.45454545454545453,0.000541732236854115,38,61
0.0,0.0,0.0,0.0,#,#,#,#,#,1.0,#,0.0,1.0,1.0,4,36.07499065807696,4963,2992,0.45454545454545453,0.002122080372928123,62,62
1.0,1.0,1.0,#,#,#,1.0,#,#,#,0.0,0.0,1.0,1.0,4,54.68329514672348,4983,2993,0.45454545454545453,0.003216697918448842,62,62
1.0,1.0,1.0,1.0,#,#,#,#,#,1.0,0.0,0.0,1.0,1.0,2,48.75565102870151,4911,2993,0.5454545454545454,0.0014340046695781406,31,31
1.0,0.0,0.0,#,0.0,#,#,1.0,#,0.0,0.0,1.0,1.0,1.0,2,47.737432227839996,4899,3006,0.6363636363636364,0.001404056745916366,15,15
0.0,0.0,1.0,#,0.0,#,#,#,#,#,#,0.0,1.0,1.0,7,48.61222622473052,4994,3009,0.36363636363636365,0.005004251871713377,126,126
1.0,#,1.0,#,#,#,1.0,#,#,#,0.0,0.0,0.28809060803792885,0.7796610169491526,2,54.41263897598439,4983,3052,0.36363636363636365,0.0016003884007147722,92,118
0.0,0.0,1.0,0.0,0.0,#,#,#,#,#,#,0.0,1.0,1.0,5,51.90473289667224,4974,3066,0.45454545454545453,0.003816564222638401,61,61
#,0.0,#,1.0,1.0,#,#,1.0,#,#,#,1.0,0.5098376333921032,0.8739495798319328,3,57.732708838083724,4997,3068,0.36363636363636365,0.002547057796822495,104,119
0.0,0.0,0.0,0.0,#,#,1.0,1.0,#,#,#,0.0,1.0,1.0,3,41.99841432628749,4913,3071,0.5454545454545454,0.0018528905159112704,30,30
#,#,0.0,#,#,#,1.0,#,#,0.0,#,0.0,0.09980050223905773,0.6307053941908713,1,54.49075021137493,4975,3072,0.2727272727272727,0.0007847646100919071,152,241
1.0,#,0.0,#,0.0,#,#,#,0.0,0.0,1.0,0.0,0.1991161489782947,0.7241379310344828,1,43.98959283905918,4950,3072,0.5454545454545454,0.0006469125138634418,21,29
0.0,#,0.0,#,#,1.0,#,0.0,#,0.0,#,1.0,0.24432505180968345,0.7543859649122807,2,49.118508680762815,4964,3078,0.45454545454545453,0.001372018283542226,43,57
1.0,#,0.0,#,0.0,#,0.0,#,0.0,0.0,1.0,0.0,0.1590361251087416,0.6923076923076923,1,40.183491584,4950,3089,0.6363636363636364,0.000590939853694992,9,13
0.0,0.0,1.0,#,0.0,#,1.0,#,1.0,#,#,0.0,1.0,1.0,2,42.24898431894529,4865,3107,0.5454545454545454,0.0012426301263547034,30,30
1.0,#,1.0,#,0.0,#,0.0,1.0,1.0,#,#,1.0,0.22481780895283973,0.7419354838709677,1,40.84826746324494,4782,3110,0.5454545454545454,0.0006007160713738306,23,31
#,1.0,1.0,#,#,#,#,#,#,#,0.0,0.0,0.23388536880647912,0.7478260869565218,2,53.78305692242397,4983,3141,0.2727272727272727,0.0015818710886567962,172,230
1.0,1.0,#,1.0,#,1.0,#,#,#,#,0.0,0.0,0.21208362139917689,0.7333333333333333,1,52.487988267905216,4983,3153,0.45454545454545453,0.0007718902187218247,44,60
0.0,0.0,#,1.0,1.0,#,#,#,1.0,0.0,#,1.0,1.0,1.0,1,62.8328271153742,4997,3163,0.5454545454545454,0.0009240217860407707,28,28
0.0,0.0,#,1.0,1.0,#,#,#,#,#,#,1.0,1.0,1.0,9,57.23018575153647,4997,3167,0.36363636363636365,0.007574662289320478,115,115
0.0,0.0,#,1.0,1.0,1.0,#,#,#,0.0,#,1.0,1.0,1.0,1,54.1667474331627,4964,3167,0.5454545454545454,0.0007965781105998264,28,28
#,1.0,1.0,#,#,#,#,#,#,0.0,1.0,1.0,0.22698868709122902,0.7433628318584071,1,50.410606497264155,4988,3169,0.36363636363636365,0.0007413401686584781,84,113
1.0,1.0,1.0,#,#,#,1.0,0.0,#,0.0,1.0,1.0,1.0,1.0,1,62.207917056,4984,3169,0.6363636363636364,0.0009148318365241349,13,13
1.0,0.0,#,#,1.0,#,#,0.0,#,1.0,#,0.0,0.20346349914002398,0.7272727272727273,1,41.70052059523006,4982,3178,0.45454545454545453,0.0006132493361866604,40,55
0.0,0.0,1.0,#,0.0,1.0,#,#,#,1.0,#,0.0,1.0,1.0,1,53.10408145257128,4974,3180,0.5454545454545454,0.0007809505069660154,31,31
0.0,0.0,1.0,#,0.0,1.0,#,#,#,#,1.0,0.0,1.0,1.0,2,46.756484488396815,4966,3180,0.5454545454545454,0.0013752050413591743,30,30
#,0.0,#,#,1.0,#,#,1.0,1.0,0.0,#,1.0,0.5318101965925766,0.8813559322033898,1,57.546194784999116,4997,3183,0.45454545454545453,0.0008462763833218344,52,59
1.0,#,1.0,#,#,#,#,#,#,0.0,1.0,1.0,0.2481884326272296,0.7567567567567568,1,42.26243866873104,4984,3193,0.36363636363636365,0.0006215129233229125,84,111
0.0,1.0,0.0,1.0,#,1.0,#,#,#,#,#,1.0,1.0,1.0,1,60.8545559803912,4986,3201,0.45454545454545453,0.0009017475520241856,56,56
1.0,0.0,#,#,#,#,#,0.0,#,1.0,#,0.0,0.20941928814845884,0.7314814814814815,1,44.37970436603847,4982,3211,0.36363636363636365,0.0006526495078276414,79,108
1.0,0.0,#,#,1.0,#,#,0.0,#,#,#,0.0,0.22351174466052603,0.7410714285714286,1,40.19022725917083,4982,3211,0.36363636363636365,0.0005910389087731618,83,112
1.0,#,0.0,#,0.0,#,1.0,#,0.0,0.0,1.0,0.0,0.18593443208187066,0.7142857142857143,1,49.9852191744,4814,3218,0.6363636363636364,0.0007350844075877517,10,14
0.0,#,#,1.0,1.0,#,1.0,#,#,#,#,1.0,0.4960161925384304,0.8691588785046729,1,60.13080134178869,4997,3222,0.36363636363636365,0.0008884431002646621,93,107
0.0,#,1.0,#,#,#,0.0,#,#,0.0,#,0.0,0.22351174466052603,0.7410714285714286,1,51.24332497164049,4969,3226,0.36363636363636365,0.0007535861561030585,83,112
0.0,0.0,0.0,0.0,#,#,1.0,1.0,#,0.0,#,0.0,1.0,1.0,2,35.554832384,4913,3229,0.6363636363636364,0.0010457412543770513,13,13
#,#,#,#,#,0.0,0.0,#,0.0,1.0,0.0,0.0,0.12071966324265888,0.6551724137931034,1,46.309991978964234,4958,3237,0.45454545454545453,0.0006810363859859794,38,58
0.0,#,0.0,#,#,1.0,#,#,#,#,#,1.0,0.2467353427558879,0.755868544600939,1,54.86990347590255,4986,3258,0.2727272727272727,0.0007917344118013839,161,213
#,1.0,0.0,#,#,#,#,#,#,0.0,#,0.0,0.23913291219206384,0.7511520737327189,2,55.72720378092403,4975,3266,0.2727272727272727,0.0016216714732850929,163,217
#,0.0,1.0,#,0.0,#,#,#,#,1.0,#,0.0,0.21871664623665604,0.7378640776699029,1,56.14888233847692,4974,3279,0.36363636363636365,0.0008257274568805393,76,103
1.0,0.0,1.0,0.0,#,#,#,#,0.0,1.0,0.0,0.0,1.0,1.0,1,53.46246656,4722,3282,0.6363636363636364,0.0007862209310780584,13,13
0.0,1.0,#,#,#,0.0,#,0.0,#,#,0.0,0.0,0.22190066239999998,0.74,1,53.06921403248713,4975,3284,0.45454545454545453,0.0007804377454485107,37,50
1.0,#,#,#,#,1.0,#,#,#,1.0,1.0,1.0,0.2826596464670028,0.7766990291262136,1,60.267911689253125,4970,3289,0.36363636363636365,0.0008863020487331363,80,103
#,0.0,0.0,1.0,1.0,#,#,1.0,#,#,#,1.0,1.0,1.0,5,62.26109821465803,4997,3290,0.45454545454545453,0.004578069602656102,54,54
#,0.0,#,0.0,1.0,#,#,1.0,1.0,1.0,#,1.0,0.22059995870325735,0.7391304347826086,1,46.12097648228449,4904,3296,0.5454545454545454,0.0006782567173820074,17,23
1.0,0.0,#,#,0.0,#,#,#,1.0,1.0,#,1.0,0.3109652044351208,0.7916666666666666,1,46.65393372805407,4877,3300,0.45454545454545453,0.0006860944055575708,38,48
1.0,0.0,0.0,#,1.0,#,0.0,1.0,#,#,1.0,1.0,1.0,1.0,1,62.348642303999995,4806,3306,0.6363636363636364,0.0009169013470167826,13,13
#,0.0,#,#,1.0,#,#,1.0,1.0,0.0,1.0,1.0,0.44855981016533175,0.8518518518518519,1,57.64869670019211,4997,3308,0.5454545454545454,0.0008477837801253447,23,27
#,0.0,#,1.0,1.0,#,1.0,1.0,#,0.0,#,1.0,0.5277319168,0.88,1,63.9981752852803,4997,3308,0.5454545454545454,0.0009411594375957251,22,25
0.0,1.0,#,#,0.0,#,1.0,#,#,#,0.0,1.0,0.2454868426366091,0.7551020408163265,1,52.725278575030316,4825,3314,0.45454545454545453,0.0007753798184018979,37,49
0.0,1.0,#,#,#,1.0,1.0,#,#,0.0,#,1.0,1.0,1.0,1,60.25586971336498,4960,3322,0.45454545454545453,0.0008907421751548649,52,52
#,1.0,0.0,#,#,#,#,#,#,0.0,0.0,0.0,0.2490501971885597,0.7572815533980582,1,54.150406418642135,4975,3327,0.36363636363636365,0.0007932142607184791,78,103
1.0,#,0.0,#,1.0,0.0,0.0,#,#,0.0,#,0.0,0.22301350200402018,0.7407407407407407,1,52.55162669471449,4607,3327,0.5454545454545454,0.0007728260876855618,20,27
#,1.0,0.0,#,0.0,0.0,#,#,#,0.0,#,0.0,1.0,1.0,3,59.112816523936715,4933,3328,0.45454545454545453,0.0026079455346829377,44,44
#,0.0,0.0,#,1.0,#,#,1.0,#,0.0,#,1.0,0.19349176319999997,0.72,1,55.406181435710664,4997,3341,0.45454545454545453,0.0008148052710395611,36,50
1.0,0.0,0.0,#,#,#,#,1.0,1.0,0.0,#,1.0,1.0,1.0,1,50.70401876677394,4980,3341,0.5454545454545454,0.0007456550999096356,26,26
1.0,1.0,#,#,0.0,1.0,#,#,#,1.0,#,1.0,0.2084017036410597,0.7307692307692307,1,57.670317737977406,4981,3350,0.45454545454545453,0.0008481017398745335,38,52
#,1.0,0.0,0.0,#,1.0,#,#,#,1.0,#,1.0,1.0,1.0,2,56.502321017460986,4942,3350,0.45454545454545453,0.001661850277280567,50,50
1.0,#,0.0,#,0.0,#,#,1.0,#,1.0,#,1.0,1.0,1.0,1,60.41997292397988,4981,3351,0.45454545454545453,0.0008885382666490002,53,53
1.0,1.0,1.0,1.0,#,#,#,#,#,#,0.0,0.0,1.0,1.0,4,52.303115448213255,4983,3355,0.45454545454545453,0.003076685889890779,54,54
1.0,1.0,1.0,0.0,#,#,#,#,#,#,0.0,0.0,1.0,1.0,2,55.338658555999395,4958,3357,0.45454545454545453,0.0016276245543471088,53,53
1.0,1.0,1.0,#,0.0,#,0.0,#,#,#,0.0,0.0,1.0,1.0,3,53.353357874621935,4958,3357,0.5454545454545454,0.0023538491246330247,27,27
0.0,#,1.0,#,1.0,#,#,0.0,#,#,#,1.0,0.20098226665734673,0.7254901960784313,1,53.8652553967431,4988,3371,0.36363636363636365,0.0007921443580096722,74,102
1.0,#,#,#,0.0,#,0.0,#,#,1.0,1.0,1.0,0.3125122919485888,0.7924528301886793,1,56.65802012697185,4949,3380,0.45454545454545453,0.0008332148552718623,42,53
1.0,1.0,1.0,1.0,0.0,#,#,#,#,#,0.0,0.0,1.0,1.0,1,50.3462459976946,4983,3385,0.5454545454545454,0.0007403936808670958,27,27
0.0,1.0,#,#,0.0,#,0.0,#,#,#,#,0.0,0.22532211069926403,0.7422680412371134,1,50.45235468700526,4991,3413,0.36363636363636365,0.0007419541190188161,72,97
1.0,#,1.0,#,0.0,#,0.0,#,#,1.0,1.0,1.0,0.3276800000000001,0.8,2,52.73030933435962,4949,3430,0.5454545454545454,0.0015509076018543598,20,25
0.0,1.0,0.0,#,#,1.0,#,#,#,1.0,#,1.0,1.0,1.0,1,62.50785612750643,4986,3446,0.45454545454545453,0.0009192427511571479,48,48
1.0,0.0,#,#,#,0.0,#,0.0,#,#,1.0,0.0,0.20098226665734673,0.7254901960784313,1,49.472562942262776,4939,3449,0.45454545454545453,0.000727545266839325,37,51
0.0,0.0,0.0,0.0,#,#,1.0,#,#,#,#,0.0,1.0,1.0,4,38.90453977064868,4929,3457,0.45454545454545453,0.0022885261717070136,46,46
#,0.0,0.0,0.0,#,#,1.0,#,#,1.0,#,0.0,0.18183912073024103,0.7111111111111111,1,48.09277741442878,4842,3457,0.45454545454545453,0.0007072540918864409,32,45
0.0,1.0,#,#,1.0,#,0.0,#,#,#,#,0.0,0.2451617806554396,0.7549019607843137,1,47.70474210807668,4953,3458,0.36363636363636365,0.0006747265505138354,77,102
1.0,0.0,#,1.0,#,#,#,#,1.0,1.0,#,1.0,0.2373046875,0.75,1,43.96166055866671,4895,3462,0.45454545454545453,0.0006465017407564313,36,48
1.0,1.0,#,#,1.0,#,#,0.0,#,#,0.0,0.0,0.3047211266817917,0.7884615384615384,1,57.07082909598904,4955,3465,0.45454545454545453,0.0008392856386244004,41,52
1.0,1.0,1.0,#,#,1.0,1.0,#,#,0.0,0.0,0.0,1.0,1.0,1,57.42044672,4983,3465,0.6363636363636364,0.0008444271278140677,12,12
1.0,#,0.0,#,#,#,#,0.0,1.0,0.0,#,0.0,1.0,1.0,2,44.79631237011662,4955,3468,0.45454545454545453,0.0013175523198492931,51,51
#,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,#,#,1.0,1.0,1.0,1,48.75,4877,3488,0.7272727272727273,0.0007169192305603819,4,4
0.0,1.0,#,#,#,#,0.0,#,#,#,#,0.0,0.22301350200402018,0.7407407407407407,1,49.82606153741658,4991,3513,0.2727272727272727,0.0007137217990537111,140,189
#,1.0,#,#,#,#,1.0,#,#,#,#,1.0,0.09071878791169809,0.6187845303867403,1,59.94689340536814,4988,3534,0.18181818181818182,0.0008850624044628013,224,362
0.0,#,0.0,0.0,#,0.0,#,#,#,#,#,0.0,1.0,1.0,7,43.27675160024294,4971,3543,0.36363636363636365,0.004455006117103437,92,92
#,0.0,0.0,1.0,1.0,0.0,#,1.0,#,#,1.0,1.0,1.0,1.0,2,63.66464,4997,3545,0.6363636363636364,0.001872508911700665,12,12
#,#,0.0,0.0,0.0,#,#,0.0,1.0,0.0,#,0.0,0.46266436603796024,0.8571428571428571,1,52.37931074534769,4933,3555,0.5454545454545454,0.0007702920032171857,18,21
1.0,0.0,0.0,#,#,#,#,0.0,1.0,0.0,#,0.0,1.0,1.0,1,29.957296395399986,4930,3555,0.5454545454545454,0.00044055306423506583,20,20
0.0,0.0,#,0.0,#,#,1.0,0.0,#,#,#,0.0,0.38470588034229997,0.8260869565217391,1,46.700183492763315,4974,3559,0.45454545454545453,0.0006867745562391903,38,46
#,0.0,0.0,0.0,#,#,#,#,0.0,#,#,0.0,0.1940703864804428,0.7204301075268817,1,36.98570218920933,4971,3559,0.36363636363636365,0.0005439130493379155,67,93
0.0,0.0,0.0,0.0,#,#,#,#,1.0,1.0,#,0.0,1.0,1.0,1,36.02418670537121,4963,3577,0.5454545454545454,0.0005297729685000669,22,22
0.0,0.0,1.0,#,1.0,0.0,#,#,#,0.0,#,1.0,1.0,1.0,1,56.713463663768366,4968,3582,0.5454545454545454,0.0008340302098921639,20,20
0.0,0.0,1.0,#,0.0,0.0,#,1.0,#,#,1.0,0.0,1.0,1.0,1,38.933696000000005,4994,3584,0.6363636363636364,0.0005725603154706014,10,10
0.0,#,#,1.0,#,#,#,#,#,#,#,1.0,0.10204952741125806,0.6335227272727273,1,52.03132390691527,4997,3600,0.18181818181818182,0.0007259111419144069,223,352
1.0,0.0,#,1.0,1.0,#,#,0.0,#,1.0,#,0.0,0.17831521367830508,0.7083333333333334,1,41.19851445014778,4982,3606,0.5454545454545454,0.0006058668159965277,17,24
0.0,0.0,#,1.0,#,#,#,#,#,1.0,#,1.0,0.25126003423796484,0.7586206896551724,1,40.429513480480395,4987,3609,0.36363636363636365,0.000594557860438084,66,87
0.0,0.0,#,#,1.0,#,0.0,#,0.0,#,#,1.0,0.20030418945312498,0.725,2,40.29307176147923,4968,3617,0.45454545454545453,0.0011851026873499052,29,40
1.0,#,#,#,#,#,#,0.0,1.0,1.0,1.0,1.0,0.3392169036785128,0.8055555555555556,1,50.12289927066361,4949,3623,0.45454545454545453,0.0007371091359708652,29,36
#,0.0,1.0,#,0.0,0.0,#,#,#,#,0.0,0.0,0.2588642078729486,0.7631578947368421,1,33.448419259401945,4817,3624,0.45454545454545453,0.0004918936410033128,29,38
#,0.0,0.0,#,1.0,0.0,#,1.0,0.0,#,#,1.0,0.14539335680000004,0.68,1,45.247272001920386,4846,3636,0.5454545454545454,0.000665407988278422,17,25
1.0,0.0,#,1.0,1.0,#,#,1.0,#,#,#,1.0,0.19474494400297804,0.7209302325581395,1,49.937528184166354,4895,3636,0.45454545454545453,0.0007343830621924087,31,43
0.0,1.0,#,#,#,#,0.0,#,#,0.0,#,0.0,0.24178200811271477,0.7528089887640449,1,55.01750689188494,4969,3640,0.36363636363636365,0.0008091537736440118,67,89
0.0,1.0,1.0,#,#,#,0.0,#,1.0,#,#,0.0,1.0,1.0,2,48.12645921682608,4969,3640,0.45454545454545453,0.0014154988353363097,45,45
1.0,#,#,#,#,#,1.0,0.0,0.0,#,#,0.0,0.2994492622121735,0.7857142857142857,1,58.2385049772164,4982,3647,0.36363636363636365,0.000856457521584676,66,84
#,0.0,0.0,0.0,#,#,0.0,#,0.0,0.0,#,0.0,0.13168724279835387,0.6666666666666666,2,34.99415740131836,4971,3654,0.5454545454545454,0.0010292506419799815,14,21
#,0.0,0.0,#,1.0,#,#,1.0,#,#,#,1.0,0.2800885920510908,0.7752808988764045,1,54.822362630617555,4997,3659,0.36363636363636365,0.0008062196109670681,69,89
1.0,0.0,#,0.0,#,#,#,#,1.0,1.0,1.0,1.0,0.4234790289079717,0.8421052631578947,1,47.4968169652224,4904,3661,0.5454545454545454,0.0006984898763646058,16,19
#,0.0,#,0.0,0.0,#,#,#,0.0,#,0.0,0.0,0.5904900000000001,0.9,1,50.980887552267234,4974,3669,0.45454545454545453,0.0007497267420975748,36,40
