Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Correct Set Size,Average Iteration Age of Correct Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total Selection Time,Total Evaluation Time
1096,,,595,802,43,26,1080.361111111111,0,0,0,0,0,4.832076072692871,0.8271443843841553,0.0014755725860595703,0.2464127540588379,0.06195712089538574,3.687382936477661
1097,,,595,802,68,36,1077.7551020408164,0,0,0,0,0,4.8360350131988525,0.83013916015625,0.0014803409576416016,0.2464444637298584,0.06195712089538574,3.687732696533203
1098,,,595,802,59,33,1086.6825396825398,0,0,0,0,0,4.839455842971802,0.8329360485076904,0.0014834403991699219,0.2464895248413086,0.06195712089538574,3.688023567199707
1099,0.74,0.5957832690999769,595,802,37,13,1077.1176470588234,0,0,0,0,0,4.843135118484497,0.8350880146026611,0.0014872550964355469,0.24650788307189941,0.06195712089538574,3.6882922649383545
1100,,,596,804,35,21,1100.0,0,0,1,0,0,4.849153995513916,0.8386399745941162,0.0014901161193847656,0.24895167350769043,0.06226515769958496,3.6893808841705322
1101,,,596,804,23,14,1101.0,0,0,0,0,0,4.852864980697632,0.8413729667663574,0.0014941692352294922,0.248978853225708,0.06249713897705078,3.6896731853485107
1102,,,596,804,63,30,1078.918918918919,0,0,0,0,0,4.8566131591796875,0.844444990158081,0.0014963150024414062,0.24899578094482422,0.06249713897705078,3.6899890899658203
1103,,,597,806,66,44,1103.0,0,0,1,0,0,4.86172890663147,0.846992015838623,0.0015003681182861328,0.25165867805480957,0.06276512145996094,3.690329074859619
1104,,,597,806,46,32,1081.142857142857,0,0,0,0,0,4.86477518081665,0.8492262363433838,0.00150299072265625,0.2517266273498535,0.06276512145996094,3.690641164779663
1105,,,598,808,32,13,1105.0,0,0,1,0,0,4.868170976638794,0.8509900569915771,0.0015060901641845703,0.25364232063293457,0.06295514106750488,3.6908352375030518
1106,,,598,808,44,17,1084.88,0,0,0,0,0,4.870760202407837,0.8529400825500488,0.001508951187133789,0.2536594867706299,0.06295514106750488,3.6911211013793945
1107,,,598,808,59,28,1091.1714285714286,0,0,0,0,0,4.874747037887573,0.8560001850128174,0.0015132427215576172,0.25368738174438477,0.06295514106750488,3.6914751529693604
1108,,,599,810,40,20,1108.0,0,0,1,0,0,4.880411148071289,0.8586881160736084,0.0015184879302978516,0.25711631774902344,0.06320810317993164,3.6919031143188477
1109,,,599,810,37,22,1096.967741935484,0,0,0,0,0,4.884584188461304,0.8617920875549316,0.0015227794647216797,0.2571403980255127,0.06320810317993164,3.692347288131714
1110,,,599,810,31,21,1090.04,0,0,0,0,0,4.887831926345825,0.8644900321960449,0.0015270709991455078,0.25716066360473633,0.06320810317993164,3.692620277404785
1111,,,599,810,58,42,1111.0,0,0,0,0,0,4.89185905456543,0.8671309947967529,0.0015301704406738281,0.25728678703308105,0.06351780891418457,3.692932367324829
1112,,,599,810,54,33,1104.8857142857144,0,0,0,0,0,4.895493030548096,0.8698611259460449,0.0015332698822021484,0.25736498832702637,0.06351780891418457,3.693286418914795
1113,,,601,812,46,32,1113.0,0,1,1,0,0,4.899379014968872,0.8717041015625,0.0015382766723632812,0.25955939292907715,0.06371498107910156,3.693652391433716
1114,,,601,812,42,27,1107.38,0,0,0,0,0,4.901776075363159,0.873593807220459,0.0015404224395751953,0.2595994472503662,0.06371498107910156,3.6938984394073486
1115,,,603,814,33,17,1115.0,0,1,1,0,0,4.906028985977173,0.8760240077972412,0.001543283462524414,0.2615683078765869,0.06401777267456055,3.6941475868225098
1116,,,605,816,49,19,1116.0,0,0,2,0,0,4.909950017929077,0.877871036529541,0.0015473365783691406,0.2638509273529053,0.06422781944274902,3.6944406032562256
1117,,,605,816,47,24,1095.90625,0,0,0,0,0,4.913358926773071,0.880357027053833,0.0015501976013183594,0.2638731002807617,0.06422781944274902,3.694918632507324
1118,,,606,818,65,46,1118.0,0,0,1,0,0,4.919028997421265,0.8833332061767578,0.0015540122985839844,0.26625752449035645,0.06460285186767578,3.695322036743164
1119,,,606,818,50,38,1099.1132075471698,0,0,0,0,0,4.9228551387786865,0.8863251209259033,0.0015571117401123047,0.26628756523132324,0.06460285186767578,3.6956770420074463
1120,,,606,818,58,37,1102.0746268656717,0,0,0,0,0,4.927626848220825,0.8896181583404541,0.0015611648559570312,0.26644134521484375,0.06460285186767578,3.696025848388672
1121,,,606,818,42,21,1105.2592592592594,0,0,0,0,0,4.932462930679321,0.892775297164917,0.0015649795532226562,0.2664673328399658,0.06460285186767578,3.69637131690979
1122,,,607,820,57,41,1122.0,1,1,0,0,0,4.938122987747192,0.8963162899017334,0.0015690326690673828,0.2679612636566162,0.06490182876586914,3.6967694759368896
1123,,,607,820,53,18,1098.967741935484,0,0,0,0,0,4.942070007324219,0.8993930816650391,0.0015716552734375,0.26797914505004883,0.06490182876586914,3.6970980167388916
1124,,,607,820,36,21,1116.28125,0,0,0,0,0,4.946729898452759,0.9034249782562256,0.0015757083892822266,0.26800012588500977,0.06490182876586914,3.697394847869873
1125,,,609,822,51,28,1125.0,0,0,2,0,0,4.953142881393433,0.9071750640869141,0.0015795230865478516,0.2712733745574951,0.0651249885559082,3.6978185176849365
1126,,,609,822,53,25,1126.0,0,0,0,0,0,4.957657098770142,0.9103109836578369,0.0015854835510253906,0.2712984085083008,0.06535625457763672,3.698333263397217
1127,,,609,822,44,34,1106.5961538461538,0,0,0,0,0,4.961812257766724,0.9137141704559326,0.0015892982482910156,0.2713303565979004,0.06535625457763672,3.6986594200134277
1128,,,610,824,46,20,1128.0,0,0,1,0,0,4.967468976974487,0.9172511100769043,0.0015933513641357422,0.273451566696167,0.06559443473815918,3.6990272998809814
1129,,,611,826,77,58,1129.0,1,1,1,0,0,4.973371982574463,0.9209861755371094,0.0015964508056640625,0.2745347023010254,0.06589126586914062,3.6995019912719727
1130,,,611,826,67,37,1109.0425531914893,0,0,0,0,0,4.9764180183410645,0.9230654239654541,0.0015985965728759766,0.27458977699279785,0.06589126586914062,3.699828624725342
1131,,,612,828,44,16,1131.0,0,0,1,0,0,4.980223178863525,0.9250683784484863,0.0016012191772460938,0.2765524387359619,0.06616735458374023,3.7000739574432373
1132,,,612,828,33,24,1114.6363636363637,0,0,0,0,0,4.982796907424927,0.9271984100341797,0.001604318618774414,0.2765696048736572,0.06616735458374023,3.700307846069336
1133,,,612,828,47,26,1114.3513513513512,0,0,0,0,0,4.985779047012329,0.9296004772186279,0.0016071796417236328,0.27658772468566895,0.06616735458374023,3.700557231903076
1134,,,612,828,44,22,1134.0,0,0,0,0,0,4.989002227783203,0.932166337966919,0.0016241073608398438,0.2765986919403076,0.06641030311584473,3.700745105743408
1135,,,612,828,49,26,1110.9444444444443,0,0,0,0,0,4.990811109542847,0.9336063861846924,0.0016252994537353516,0.2766108512878418,0.06641030311584473,3.7008960247039795
1136,,,612,828,44,31,1136.0,0,0,0,0,0,4.993129253387451,0.9353861808776855,0.0016274452209472656,0.2766246795654297,0.06654119491577148,3.701073408126831
1137,,,612,828,56,28,1125.5692307692307,0,0,0,0,0,4.995629072189331,0.937201976776123,0.001630544662475586,0.2766704559326172,0.06654119491577148,3.7013893127441406
1138,,,614,830,77,61,1138.0,0,1,0,0,0,4.999983072280884,0.9391710758209229,0.0016336441040039062,0.2789950370788574,0.06690788269042969,3.7017323970794678
1139,,,614,830,56,40,1139.0,0,0,0,0,0,5.002308130264282,0.9407961368560791,0.0016355514526367188,0.27901196479797363,0.0670919418334961,3.7019543647766113
1140,,,614,830,42,30,1118.404255319149,0,0,0,0,0,5.004688024520874,0.9427552223205566,0.001638650894165039,0.2790260314941406,0.0670919418334961,3.7021515369415283
1141,,,616,832,36,17,1141.0,0,1,0,0,0,5.0085179805755615,0.9445531368255615,0.0016417503356933594,0.2816035747528076,0.06736302375793457,3.7023584842681885
1142,,,618,834,51,39,1142.0,0,1,0,0,0,5.012977123260498,0.94681715965271,0.0016448497772216797,0.28356456756591797,0.06771302223205566,3.7026824951171875
1143,,,618,834,67,40,1120.0727272727272,0,0,0,0,0,5.017000198364258,0.949674129486084,0.0016489028930664062,0.2836034297943115,0.06771302223205566,3.703134536743164
1144,,,618,834,41,20,1123.037037037037,0,0,0,0,0,5.021288156509399,0.953425407409668,0.0016508102416992188,0.2836153507232666,0.06771302223205566,3.7033915519714355
1145,,,618,834,49,42,1132.3116883116884,0,0,0,0,0,5.024013996124268,0.9554634094238281,0.0016536712646484375,0.2837073802947998,0.06771302223205566,3.703669548034668
1146,,,618,834,46,22,1130.9655172413793,0,0,0,0,0,5.0267980098724365,0.9574556350708008,0.0016567707061767578,0.28372931480407715,0.06771302223205566,3.704019546508789
1147,,,618,834,37,14,1132.2631578947369,0,0,0,0,0,5.030858278274536,0.9606447219848633,0.0016598701477050781,0.28374600410461426,0.06771302223205566,3.7043278217315674
1148,,,620,836,51,38,1148.0,0,1,0,0,0,5.036654949188232,0.9637129306793213,0.0016636848449707031,0.2864105701446533,0.06816601753234863,3.704688787460327
1149,,,620,836,39,20,1138.3333333333333,0,0,0,0,0,5.0396409034729,0.9660677909851074,0.0016677379608154297,0.28642749786376953,0.06816601753234863,3.7050139904022217
1150,,,620,836,58,41,1125.5238095238096,0,0,0,0,0,5.042086124420166,0.9678268432617188,0.0016698837280273438,0.28649044036865234,0.06816601753234863,3.705242872238159
1151,,,620,838,64,35,1151.0,0,0,1,0,0,5.046217203140259,0.9700579643249512,0.001672983169555664,0.28794121742248535,0.06841182708740234,3.7056400775909424
1152,,,620,838,57,26,1152.0,0,0,0,0,0,5.049412965774536,0.9720919132232666,0.0016770362854003906,0.2879664897918701,0.0686788558959961,3.705979108810425
1153,,,620,838,57,31,1153.0,0,0,0,0,0,5.052371025085449,0.9743309020996094,0.0016789436340332031,0.2879815101623535,0.06885576248168945,3.706231117248535
1154,,,622,840,41,16,1154.0,0,1,1,0,0,5.056864976882935,0.9767937660217285,0.0016820430755615234,0.29038405418395996,0.06910991668701172,3.7065200805664062
1155,,,622,840,41,24,1136.59375,0,0,0,0,0,5.059659004211426,0.9790606498718262,0.00168609619140625,0.29039621353149414,0.06910991668701172,3.706806182861328
1156,,,622,840,70,53,1137.1894736842105,0,0,0,0,0,5.063885927200317,0.981966495513916,0.001689910888671875,0.2905540466308594,0.06910991668701172,3.7071638107299805
1157,,,624,842,57,28,1157.0,0,0,2,0,0,5.069619178771973,0.9852566719055176,0.0016918182373046875,0.29344797134399414,0.06934976577758789,3.7075681686401367
1158,,,625,844,53,29,1158.0,0,0,1,0,0,5.07467794418335,0.9882156848907471,0.0016956329345703125,0.29546022415161133,0.06966376304626465,3.7079408168792725
1159,,,625,844,43,23,1148.0645161290322,0,0,0,0,0,5.077789068222046,0.9906477928161621,0.001697540283203125,0.2954740524291992,0.06966376304626465,3.708287000656128
1160,,,625,844,47,21,1160.0,0,0,0,0,0,5.0809900760650635,0.9929356575012207,0.0016994476318359375,0.2955150604248047,0.0699315071105957,3.7085580825805664
1161,,,625,846,53,28,1161.0,1,0,1,0,0,5.084112167358398,0.995020866394043,0.0017025470733642578,0.29613709449768066,0.07014632225036621,3.7087860107421875
1162,,,627,848,46,23,1162.0,0,1,1,0,0,5.086939096450806,0.9965860843658447,0.0017044544219970703,0.29751110076904297,0.07030034065246582,3.708977222442627
1163,,,627,848,40,19,1144.88,0,0,0,0,0,5.088726043701172,0.9980349540710449,0.0017054080963134766,0.29752111434936523,0.07030034065246582,3.709132194519043
1164,,,627,848,37,13,1156.125,0,0,0,0,0,5.090428113937378,0.9994471073150635,0.001707315444946289,0.2975289821624756,0.07030034065246582,3.709265947341919
1165,,,628,850,45,32,1165.0,0,0,1,0,0,5.092927932739258,1.0009350776672363,0.0017092227935791016,0.29854822158813477,0.0704350471496582,3.7094099521636963
1166,,,628,850,52,18,1144.0384615384614,0,0,0,0,0,5.094768047332764,1.0024023056030273,0.0017104148864746094,0.2985572814941406,0.0704350471496582,3.709568738937378
1167,,,629,852,51,21,1167.0,0,0,1,0,0,5.09726619720459,1.0038135051727295,0.0017123222351074219,0.2998011112213135,0.07055091857910156,3.7097039222717285
1168,,,629,852,36,18,1149.423076923077,0,0,0,0,0,5.09894585609436,1.0051953792572021,0.0017142295837402344,0.29981112480163574,0.07055091857910156,3.7098309993743896
1169,,,630,854,43,22,1169.0,0,0,1,0,0,5.101315021514893,1.0066354274749756,0.0017163753509521484,0.3007192611694336,0.07067704200744629,3.7099812030792236
1170,,,630,854,40,25,1170.0,0,0,0,0,0,5.104252099990845,1.008993148803711,0.0017185211181640625,0.3007323741912842,0.07082486152648926,3.7101831436157227
1171,,,630,854,63,22,1156.4666666666667,0,0,0,0,0,5.1071882247924805,1.0112862586975098,0.001720428466796875,0.30074453353881836,0.07082486152648926,3.710488796234131
1172,,,630,854,42,33,1149.8222222222223,0,0,0,0,0,5.109415054321289,1.012937068939209,0.001722574234008789,0.30076026916503906,0.07082486152648926,3.710824728012085
1173,,,630,854,44,14,1158.9166666666667,0,0,0,0,0,5.1114821434021,1.014613151550293,0.0017242431640625,0.3007681369781494,0.07082486152648926,3.7110157012939453
1174,,,631,856,62,37,1174.0,0,0,1,0,0,5.114742040634155,1.0161702632904053,0.0017271041870117188,0.3020603656768799,0.07098698616027832,3.7113449573516846
1175,,,631,856,38,21,1161.8064516129032,0,0,0,0,0,5.116565942764282,1.0176432132720947,0.001728057861328125,0.30207133293151855,0.07098698616027832,3.7115139961242676
1176,,,633,858,60,38,1176.0,0,1,2,0,0,5.120777130126953,1.0195562839508057,0.0017311573028564453,0.30408430099487305,0.07130002975463867,3.711883306503296
1177,,,634,860,55,43,1177.0,0,0,1,0,0,5.124374866485596,1.0214223861694336,0.0017342567443847656,0.30547595024108887,0.0714879035949707,3.7122721672058105
1178,,,634,860,54,32,1159.3829787234042,0,0,0,0,0,5.126377820968628,1.02294921875,0.0017359256744384766,0.3054931163787842,0.0714879035949707,3.7124993801116943
1179,,,634,860,57,22,1167.7857142857142,0,0,0,0,0,5.128220081329346,1.0244042873382568,0.0017366409301757812,0.30550408363342285,0.0714879035949707,3.7126522064208984
1180,,,636,862,48,26,1180.0,0,0,2,0,0,5.130969047546387,1.025869369506836,0.0017387866973876953,0.3069028854370117,0.07163667678833008,3.712841033935547
1181,,,636,862,51,33,1160.9024390243903,0,0,0,0,0,5.133832216262817,1.028139352798462,0.0017418861389160156,0.3069190979003906,0.07163667678833008,3.7130980491638184
1182,,,636,864,59,39,1182.0,0,0,1,0,0,5.137156009674072,1.0301411151885986,0.0017428398132324219,0.30811524391174316,0.0717916488647461,3.713336229324341
1183,,,636,864,57,44,1174.047619047619,0,0,0,0,0,5.13922905921936,1.031731128692627,0.0017445087432861328,0.3081352710723877,0.0717916488647461,3.713533639907837
1184,,,638,866,58,21,1184.0,0,0,1,0,0,5.141853094100952,1.0331878662109375,0.001745462417602539,0.30942535400390625,0.07193756103515625,3.7136800289154053
1185,,,638,866,39,18,1185.0,0,0,0,0,0,5.143748044967651,1.034637689590454,0.0017464160919189453,0.3094334602355957,0.07206964492797852,3.713815689086914
1186,,,638,866,62,45,1169.0144927536232,0,0,0,0,0,5.146105051040649,1.0363786220550537,0.0017485618591308594,0.30945754051208496,0.07206964492797852,3.7140328884124756
1187,,,638,866,44,32,1171.5,0,0,0,0,0,5.14818811416626,1.0380346775054932,0.0017507076263427734,0.30947160720825195,0.07206964492797852,3.714232921600342
1188,,,639,868,38,28,1188.0,0,1,2,0,0,5.150782108306885,1.039585828781128,0.0017523765563964844,0.3104856014251709,0.07225561141967773,3.714385986328125
1189,,,639,868,43,20,1165.8095238095239,0,0,0,0,0,5.1525280475616455,1.0409977436065674,0.0017535686492919922,0.3105158805847168,0.07225561141967773,3.7145159244537354
1190,,,641,870,71,29,1190.0,0,1,0,0,0,5.15526008605957,1.0424597263336182,0.0017554759979248047,0.31191372871398926,0.07239055633544922,3.7146639823913574
1191,,,643,872,55,32,1191.0,0,1,0,0,0,5.157956123352051,1.0439229011535645,0.001756429672241211,0.31328654289245605,0.0725407600402832,3.714818239212036
1192,,,643,872,63,46,1174.054794520548,0,0,0,0,0,5.159843921661377,1.045358657836914,0.0017573833465576172,0.3133053779602051,0.0725407600402832,3.714973211288452
1193,,,643,872,37,20,1193.0,0,0,0,0,0,5.161887884140015,1.0467796325683594,0.0017611980438232422,0.31331419944763184,0.07280874252319336,3.715088367462158
1194,,,643,872,34,15,1186.1904761904761,0,0,0,0,0,5.16385293006897,1.0483853816986084,0.0017633438110351562,0.3133232593536377,0.07280874252319336,3.715276002883911
1195,,,643,872,59,38,1180.73417721519,0,0,0,0,0,5.166047096252441,1.0500986576080322,0.0017652511596679688,0.3133721351623535,0.07280874252319336,3.7154483795166016
1196,,,644,874,56,39,1196.0,0,0,1,0,0,5.1688008308410645,1.051586627960205,0.001766204833984375,0.31471705436706543,0.07298469543457031,3.7155933380126953
1197,,,646,876,42,21,1197.0,0,1,1,0,0,5.1712260246276855,1.0530028343200684,0.0017671585083007812,0.3158392906188965,0.07313370704650879,3.715712308883667
1198,,,646,876,37,16,1178.3684210526317,0,0,0,0,0,5.172946214675903,1.0544419288635254,0.0017681121826171875,0.31584715843200684,0.07313370704650879,3.715834379196167
1199,0.74,0.594852635948526,646,876,48,20,1199.0,0,0,0,0,0,5.175212860107422,1.0558876991271973,0.0017690658569335938,0.3158562183380127,0.07323670387268066,3.715959310531616
1200,,,648,878,41,27,1200.0,0,1,0,0,0,5.178053140640259,1.0573394298553467,0.001772165298461914,0.31751537322998047,0.07342267036437988,3.716494083404541
1201,,,648,878,45,26,1185.7878787878788,0,0,0,0,0,5.180689096450806,1.0595223903656006,0.0017743110656738281,0.31752943992614746,0.07342267036437988,3.7167110443115234
1202,,,648,878,41,21,1181.0666666666666,0,0,0,0,0,5.182745933532715,1.0611402988433838,0.0017762184143066406,0.31754040718078613,0.07342267036437988,3.7168800830841064
1203,,,649,880,43,25,1203.0,0,0,1,0,0,5.1857380867004395,1.0629770755767822,0.0017790794372558594,0.31880903244018555,0.07355856895446777,3.7170541286468506
1204,,,651,882,64,27,1204.0,0,0,1,0,0,5.18858790397644,1.064521312713623,0.0017809867858886719,0.3201713562011719,0.07371735572814941,3.717242956161499
1205,,,651,882,34,23,1182.875,0,0,0,0,0,5.190303087234497,1.0659594535827637,0.0017821788787841797,0.32018232345581055,0.07371735572814941,3.717358112335205
1206,,,651,882,51,37,1206.0,0,0,0,0,0,5.192253112792969,1.0673985481262207,0.001783132553100586,0.32019829750061035,0.07385015487670898,3.7174978256225586
1207,,,651,882,54,37,1207.0,0,0,0,0,0,5.194374084472656,1.0689244270324707,0.0017852783203125,0.32021427154541016,0.0740213394165039,3.7176594734191895
1208,,,651,882,45,20,1190.1875,0,0,0,0,0,5.196415185928345,1.0705835819244385,0.001787424087524414,0.32022523880004883,0.0740213394165039,3.717832565307617
1209,,,651,882,44,24,1195.6666666666667,0,0,0,0,0,5.198247194290161,1.0720875263214111,0.0017886161804199219,0.3202362060546875,0.0740213394165039,3.717966318130493
1210,,,652,884,66,43,1210.0,0,1,0,0,0,5.200891971588135,1.0735936164855957,0.0017895698547363281,0.3211984634399414,0.0742030143737793,3.718139410018921
1211,,,652,884,51,28,1203.888888888889,0,0,0,0,0,5.202750205993652,1.0750527381896973,0.001791238784790039,0.3212110996246338,0.0742030143737793,3.718287467956543
1212,,,652,884,46,26,1188.0285714285715,0,0,0,0,0,5.204625129699707,1.076563835144043,0.0017933845520019531,0.32122302055358887,0.0742030143737793,3.7184417247772217
1213,,,653,886,74,60,1213.0,1,0,2,0,0,5.207605838775635,1.0781240463256836,0.0017974376678466797,0.32230377197265625,0.0744318962097168,3.7186472415924072
1214,,,655,888,44,32,1214.0,0,1,2,0,0,5.210963010787964,1.0800111293792725,0.0017995834350585938,0.32381296157836914,0.0746309757232666,3.7189033031463623
1215,,,656,890,65,41,1215.0,0,0,1,0,0,5.2141499519348145,1.0818870067596436,0.0018017292022705078,0.3249852657318115,0.07481908798217773,3.7191221714019775
1216,,,656,890,34,17,1192.6,0,0,0,0,0,5.2159340381622314,1.0833690166473389,0.0018036365509033203,0.3249931335449219,0.07481908798217773,3.71926212310791
1217,,,656,890,63,34,1197.9772727272727,0,0,0,0,0,5.218011140823364,1.0849740505218506,0.0018057823181152344,0.32500791549682617,0.07481908798217773,3.719444990158081
1218,,,656,890,62,38,1205.037037037037,0,0,0,0,0,5.220046043395996,1.0865321159362793,0.0018076896667480469,0.3250250816345215,0.07481908798217773,3.7196311950683594
1219,,,656,890,72,61,1201.1203703703704,0,0,0,0,0,5.222394943237305,1.0882010459899902,0.001810312271118164,0.32511115074157715,0.07481908798217773,3.7198588848114014
1220,,,656,890,63,45,1208.107142857143,0,0,0,0,0,5.225649118423462,1.0906848907470703,0.0018129348754882812,0.32514095306396484,0.07481908798217773,3.7201199531555176
1221,,,657,892,49,24,1221.0,0,0,1,0,0,5.229203224182129,1.0925219058990479,0.0018155574798583984,0.3272125720977783,0.07502412796020508,3.7203447818756104
1222,,,658,894,51,20,1222.0,0,0,1,0,0,5.232836008071899,1.0943801403045654,0.0018184185028076172,0.3289675712585449,0.07526397705078125,3.720735788345337
1223,,,658,894,34,10,1209.4545454545455,0,0,0,0,0,5.234852075576782,1.0960471630096436,0.0018205642700195312,0.32897448539733887,0.07526397705078125,3.720921039581299
1224,,,659,896,55,30,1224.0,1,1,1,0,0,5.237553119659424,1.0976192951202393,0.0018227100372314453,0.32991456985473633,0.07545614242553711,3.721113443374634
1225,,,659,896,65,43,1225.0,0,0,0,0,0,5.239727020263672,1.0991315841674805,0.0018236637115478516,0.32993173599243164,0.07563233375549316,3.7212963104248047
1226,,,659,896,59,34,1212.392857142857,0,0,0,0,0,5.242109060287476,1.1008706092834473,0.0018267631530761719,0.3299896717071533,0.07563233375549316,3.7215802669525146
1227,,,659,896,48,15,1206.6842105263158,0,0,0,0,0,5.244316101074219,1.1026556491851807,0.0018298625946044922,0.3299984931945801,0.07563233375549316,3.7217791080474854
1228,,,660,898,50,22,1228.0,0,0,1,0,0,5.247474193572998,1.104637622833252,0.0018329620361328125,0.33119750022888184,0.07575726509094238,3.721989154815674
1229,,,661,900,38,15,1229.0,0,0,1,0,0,5.250661134719849,1.1062376499176025,0.0018360614776611328,0.33336877822875977,0.07587528228759766,3.7221791744232178
1230,,,661,900,69,36,1209.862745098039,0,0,0,0,0,5.253062009811401,1.108088493347168,0.0018391609191894531,0.33338451385498047,0.07587528228759766,3.722407102584839
1231,,,661,902,70,52,1231.0,1,0,1,0,0,5.255983114242554,1.109656572341919,0.0018410682678222656,0.33463072776794434,0.0760490894317627,3.7225852012634277
1232,,,663,904,58,35,1232.0,0,1,1,0,0,5.259498834609985,1.1114566326141357,0.0018432140350341797,0.3365437984466553,0.07625007629394531,3.7227964401245117
1233,,,663,904,55,39,1227.8431372549019,0,0,0,0,0,5.261981010437012,1.1134066581726074,0.0018460750579833984,0.3365626335144043,0.07625007629394531,3.723031520843506
1234,,,664,906,43,29,1234.0,0,0,1,0,0,5.2658281326293945,1.1158967018127441,0.0018482208251953125,0.33797121047973633,0.07644319534301758,3.7232444286346436
1235,,,664,906,46,15,1235.0,0,0,0,0,0,5.268054962158203,1.1175687313079834,0.0018510818481445312,0.3379793167114258,0.07659506797790527,3.7234394550323486
1236,,,664,906,52,39,1211.9615384615386,0,0,0,0,0,5.270010948181152,1.119093656539917,0.0018532276153564453,0.3379964828491211,0.07659506797790527,3.723612070083618
1237,,,664,906,49,30,1215.7209302325582,0,0,0,0,0,5.271968841552734,1.1206696033477783,0.0018548965454101562,0.338010311126709,0.07659506797790527,3.7237601280212402
1238,,,664,906,80,31,1216.1020408163265,0,0,0,0,0,5.27409291267395,1.1222777366638184,0.0018570423126220703,0.338024377822876,0.07659506797790527,3.7239511013031006
1239,,,664,906,48,28,1215.5833333333333,0,0,0,0,0,5.276042222976685,1.1238226890563965,0.0018589496612548828,0.33803749084472656,0.07659506797790527,3.724094867706299
1240,,,664,906,51,27,1216.911111111111,0,0,0,0,0,5.277974843978882,1.1253817081451416,0.0018610954284667969,0.33805060386657715,0.07659506797790527,3.7242419719696045
1241,,,664,906,37,15,1216.3125,0,0,0,0,0,5.28043007850647,1.127443790435791,0.0018630027770996094,0.338059663772583,0.07659506797790527,3.72445011138916
1242,,,665,908,52,34,1242.0,0,0,1,0,0,5.28328800201416,1.129072666168213,0.0018651485443115234,0.33925533294677734,0.07677125930786133,3.7246482372283936
1243,,,665,908,66,52,1243.0,0,0,0,0,0,5.285927057266235,1.1306357383728027,0.0018668174743652344,0.33935117721557617,0.07709121704101562,3.7248384952545166
1244,,,665,908,63,27,1233.0,0,0,0,0,0,5.289062976837158,1.1329975128173828,0.0018799304962158203,0.3393733501434326,0.07709121704101562,3.725172519683838
1245,,,665,908,68,34,1223.231884057971,0,0,0,0,0,5.291682004928589,1.134798526763916,0.0018815994262695312,0.33944058418273926,0.07709121704101562,3.725459098815918
1246,,,665,908,45,22,1246.0,0,0,0,0,0,5.294260263442993,1.1367385387420654,0.0018835067749023438,0.33945155143737793,0.07726931571960449,3.725687265396118
1247,,,665,908,63,34,1224.4285714285713,0,0,0,0,0,5.297194957733154,1.139122724533081,0.001886606216430664,0.33946847915649414,0.07726931571960449,3.725926637649536
1248,,,665,908,75,61,1248.0,0,0,0,0,0,5.3006181716918945,1.141300916671753,0.0018885135650634766,0.33951735496520996,0.07771420478820801,3.726193428039551
1249,,,667,910,49,21,1249.0,0,0,2,0,0,5.304793119430542,1.1437580585479736,0.0018916130065917969,0.3416602611541748,0.0778813362121582,3.7264246940612793
1250,,,667,910,42,22,1227.5588235294117,0,0,0,0,0,5.307543992996216,1.1459293365478516,0.0018947124481201172,0.34169435501098633,0.0778813362121582,3.7267000675201416
1251,,,667,910,55,22,1226.6666666666667,0,0,0,0,0,5.310610055923462,1.1481776237487793,0.0018987655639648438,0.3417503833770752,0.0778813362121582,3.727023124694824
1252,,,667,910,81,61,1227.784090909091,0,0,0,0,0,5.314442157745361,1.15104341506958,0.001901865005493164,0.3418245315551758,0.0778813362121582,3.727457046508789
1253,,,669,912,47,31,1253.0,0,1,1,0,0,5.3178489208221436,1.1531050205230713,0.0019040107727050781,0.34328198432922363,0.07805967330932617,3.7276549339294434
1254,,,670,914,73,25,1254.0,0,0,1,0,0,5.320695877075195,1.154660940170288,0.0019059181213378906,0.3446691036224365,0.07819342613220215,3.7278308868408203
1255,,,672,916,37,18,1255.0,0,0,2,0,0,5.323368072509766,1.1562550067901611,0.0019068717956542969,0.34595823287963867,0.0783073902130127,3.727976083755493
1256,,,672,916,38,16,1256.0,0,0,0,0,0,5.325606107711792,1.1579267978668213,0.0019087791442871094,0.34596920013427734,0.07843446731567383,3.728148937225342
1257,,,673,918,47,24,1257.0,0,0,1,0,0,5.328628063201904,1.1595487594604492,0.0019116401672363281,0.34752869606018066,0.07861948013305664,3.7283337116241455
1258,,,675,920,48,23,1258.0,0,0,1,0,0,5.332431077957153,1.1619508266448975,0.0019135475158691406,0.3489203453063965,0.07881450653076172,3.728592872619629
1259,,,676,922,49,23,1259.0,0,0,1,0,0,5.335285902023315,1.1634397506713867,0.0019154548645019531,0.350233793258667,0.07893943786621094,3.7288248538970947
1260,,,677,924,51,22,1260.0,0,0,1,0,0,5.33818507194519,1.1651248931884766,0.0019173622131347656,0.35158491134643555,0.07907319068908691,3.7290024757385254
1261,,,677,924,63,42,1238.8953488372092,0,0,0,0,0,5.340322017669678,1.1667218208312988,0.0019195079803466797,0.3516378402709961,0.07907319068908691,3.7292003631591797
