Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Correct Set Size,Average Iteration Age of Correct Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total Selection Time,Total Evaluation Time
35,,,27,28,1,1,30.0,0,0,0,0,0,0.004488229751586914,0.0017516613006591797,4.4345855712890625e-05,0.00011396408081054688,0.00015306472778320312,0.0017118453979492188
36,,,28,29,1,1,36.0,0,0,0,1,0,0.004626035690307617,0.0018239021301269531,4.553794860839844e-05,0.00011515617370605469,0.00015306472778320312,0.001756429672241211
37,,,29,30,1,1,37.0,0,0,0,1,0,0.0048182010650634766,0.001947164535522461,4.649162292480469e-05,0.00011610984802246094,0.00015306472778320312,0.001804351806640625
38,,,30,31,1,1,38.0,0,0,0,1,0,0.00495600700378418,0.0020182132720947266,4.744529724121094e-05,0.00011730194091796875,0.00015306472778320312,0.0018494129180908203
39,,,30,31,1,1,39.0,0,0,0,0,0,0.0051610469818115234,0.0020911693572998047,4.863739013671875e-05,0.00011944770812988281,0.0002181529998779297,0.0018932819366455078
40,,,31,32,1,1,40.0,0,0,0,1,0,0.005311250686645508,0.0021724700927734375,4.9591064453125e-05,0.00012040138244628906,0.0002181529998779297,0.001940011978149414
41,,,31,32,2,1,28.0,0,0,0,0,0,0.005450248718261719,0.002240419387817383,5.054473876953125e-05,0.00012135505676269531,0.0002181529998779297,0.001986980438232422
42,,,32,33,2,1,42.0,0,0,0,1,0,0.0056569576263427734,0.002342700958251953,5.14984130859375e-05,0.00012254714965820312,0.0002181529998779297,0.002051830291748047
43,,,33,34,1,1,43.0,0,0,0,1,0,0.005819082260131836,0.0024323463439941406,5.245208740234375e-05,0.00012350082397460938,0.0002181529998779297,0.002101898193359375
44,,,34,35,3,1,44.0,0,0,0,1,0,0.005983114242553711,0.0025184154510498047,5.459785461425781e-05,0.00012564659118652344,0.0002181529998779297,0.0021538734436035156
45,,,35,36,1,1,45.0,0,0,0,1,0,0.0061380863189697266,0.002606630325317383,5.626678466796875e-05,0.00012755393981933594,0.0002181529998779297,0.0021979808807373047
46,,,36,38,1,1,46.0,0,0,1,0,0,0.00638890266418457,0.0026865005493164062,5.745887756347656e-05,0.0001990795135498047,0.00028514862060546875,0.0022420883178710938
47,,,37,39,1,1,47.0,0,0,0,1,0,0.006556987762451172,0.00278472900390625,5.841255187988281e-05,0.00020003318786621094,0.00028514862060546875,0.0022897720336914062
48,,,38,40,1,1,48.0,0,0,0,1,0,0.006716012954711914,0.002877950668334961,5.936622619628906e-05,0.00020122528076171875,0.00028514862060546875,0.0023343563079833984
49,,,39,41,1,1,49.0,0,0,0,1,0,0.006885051727294922,0.002975940704345703,6.008148193359375e-05,0.00020313262939453125,0.00028514862060546875,0.00238037109375
50,,,39,41,1,1,49.0,0,0,0,0,0,0.007037162780761719,0.003059864044189453,6.103515625e-05,0.00020503997802734375,0.00028514862060546875,0.0024263858795166016
51,,,39,41,2,2,34.0,0,0,0,0,0,0.007196187973022461,0.003146648406982422,6.318092346191406e-05,0.0002071857452392578,0.00028514862060546875,0.002473592758178711
52,,,40,42,1,1,52.0,0,0,0,1,0,0.007377147674560547,0.0032606124877929688,6.4849853515625e-05,0.0002090930938720703,0.00028514862060546875,0.002519845962524414
53,,,40,42,1,1,53.0,0,0,0,0,0,0.0075969696044921875,0.0033495426177978516,6.604194641113281e-05,0.00021004676818847656,0.00034928321838378906,0.002565145492553711
54,,,41,44,1,1,54.0,0,0,1,0,0,0.007850885391235352,0.0034384727478027344,6.699562072753906e-05,0.0002751350402832031,0.00040721893310546875,0.0026144981384277344
55,,,42,45,1,1,55.0,0,0,0,1,0,0.008016109466552734,0.00353240966796875,6.771087646484375e-05,0.0002770423889160156,0.00040721893310546875,0.0026636123657226562
56,,,43,46,1,1,56.0,0,0,0,1,0,0.0081939697265625,0.0036432743072509766,6.890296936035156e-05,0.0002779960632324219,0.00040721893310546875,0.0027098655700683594
57,,,43,46,2,1,55.0,0,0,0,0,0,0.008342981338500977,0.003737211227416992,7.104873657226562e-05,0.00028014183044433594,0.00040721893310546875,0.0027408599853515625
58,,,44,48,4,3,58.0,0,0,1,0,0,0.008651018142700195,0.003834247589111328,7.319450378417969e-05,0.0003631114959716797,0.0004813671112060547,0.0027997493743896484
59,,,44,48,3,3,54.25,0,0,0,0,0,0.008828163146972656,0.0039272308349609375,7.414817810058594e-05,0.0003650188446044922,0.0004813671112060547,0.0028526782989501953
60,,,45,49,1,1,60.0,0,0,0,1,0,0.009006977081298828,0.004036903381347656,7.605552673339844e-05,0.00036597251892089844,0.0004813671112060547,0.0028998851776123047
61,,,45,49,1,1,61.0,0,0,0,0,0,0.009236812591552734,0.004132986068725586,7.82012939453125e-05,0.0003681182861328125,0.0005381107330322266,0.0029528141021728516
62,,,45,49,2,1,62.0,0,0,0,0,0,0.009446144104003906,0.004230022430419922,7.915496826171875e-05,0.0003688335418701172,0.0005984306335449219,0.0029816627502441406
63,,,46,50,2,1,63.0,0,0,0,1,0,0.009631872177124023,0.004342079162597656,8.0108642578125e-05,0.000370025634765625,0.0005984306335449219,0.0030317306518554688
64,,,47,51,1,1,64.0,0,0,0,1,0,0.009818077087402344,0.004456996917724609,8.130073547363281e-05,0.0003719329833984375,0.0005984306335449219,0.0030775070190429688
65,,,47,51,4,2,44.0,0,0,0,0,0,0.009999990463256836,0.004556894302368164,8.20159912109375e-05,0.00037288665771484375,0.0005984306335449219,0.003127574920654297
66,,,48,52,2,1,66.0,0,0,0,1,0,0.010197877883911133,0.004683971405029297,8.296966552734375e-05,0.00037407875061035156,0.0005984306335449219,0.003173351287841797
67,,,48,52,1,1,55.0,0,0,0,0,0,0.010367870330810547,0.004786968231201172,8.392333984375e-05,0.0003762245178222656,0.0005984306335449219,0.003218412399291992
68,,,48,52,2,1,55.0,0,0,0,0,0,0.010540008544921875,0.0048902034759521484,8.58306884765625e-05,0.0003781318664550781,0.0005984306335449219,0.0032634735107421875
69,,,49,54,1,1,69.0,0,0,1,0,0,0.010812997817993164,0.0049970149993896484,8.678436279296875e-05,0.00044798851013183594,0.0006613731384277344,0.003307342529296875
70,,,49,54,1,1,58.0,0,0,0,0,0,0.010994195938110352,0.00510406494140625,8.7738037109375e-05,0.0004489421844482422,0.0006613731384277344,0.003360271453857422
71,,,49,54,1,1,71.0,0,0,0,0,0,0.011228084564208984,0.00521087646484375,8.988380432128906e-05,0.00044989585876464844,0.0007195472717285156,0.0034050941467285156
72,,,49,54,3,1,62.0,0,0,0,0,0,0.011412858963012695,0.005315065383911133,9.083747863769531e-05,0.00045108795166015625,0.0007195472717285156,0.0034589767456054688
73,,,50,55,2,1,73.0,0,0,0,1,0,0.011610031127929688,0.005435943603515625,9.179115295410156e-05,0.0004520416259765625,0.0007195472717285156,0.003505706787109375
74,,,51,56,2,1,74.0,0,0,0,1,0,0.011807918548583984,0.005563020706176758,9.298324584960938e-05,0.00045299530029296875,0.0007195472717285156,0.0035524368286132812
75,,,52,57,1,1,75.0,0,0,0,1,0,0.012001991271972656,0.005688905715942383,9.393692016601562e-05,0.00045490264892578125,0.0007195472717285156,0.003598451614379883
76,,,54,59,2,2,76.0,0,1,1,0,0,0.012350082397460938,0.00580596923828125,9.489059448242188e-05,0.0005528926849365234,0.0008213520050048828,0.0036492347717285156
77,,,55,60,2,1,77.0,0,0,0,1,0,0.012555837631225586,0.005934000015258789,9.584426879882812e-05,0.0005550384521484375,0.0008213520050048828,0.0037009716033935547
78,,,56,61,1,1,78.0,0,0,0,1,0,0.012752056121826172,0.0060617923736572266,9.679794311523438e-05,0.0005559921264648438,0.0008213520050048828,0.0037479400634765625
79,,,57,62,1,1,79.0,0,0,0,1,0,0.012963056564331055,0.0062007904052734375,9.775161743164062e-05,0.0005578994750976562,0.0008213520050048828,0.003798246383666992
80,,,58,63,2,1,80.0,0,0,0,1,0,0.013194084167480469,0.006336688995361328,9.870529174804688e-05,0.0005598068237304688,0.0008213520050048828,0.0038483142852783203
81,,,59,64,3,1,81.0,0,0,0,1,0,0.013408899307250977,0.006473541259765625,0.00010085105895996094,0.0005619525909423828,0.0008213520050048828,0.003899097442626953
82,,,61,66,2,2,82.0,0,0,2,0,0,0.013749837875366211,0.006595611572265625,0.00010180473327636719,0.0006749629974365234,0.0009083747863769531,0.003946065902709961
83,,,61,66,4,4,65.0,0,0,0,0,0,0.013976097106933594,0.006729841232299805,0.00010275840759277344,0.0006766319274902344,0.0009083747863769531,0.004003286361694336
84,,,61,66,4,2,82.0,0,0,0,0,0,0.01419210433959961,0.006861686706542969,0.00010347366333007812,0.0006787776947021484,0.0009083747863769531,0.004054546356201172
85,,,62,68,5,2,85.0,0,1,1,0,0,0.014642000198364258,0.0069925785064697266,0.00010561943054199219,0.0007660388946533203,0.0010945796966552734,0.004105567932128906
86,,,64,70,3,2,86.0,0,0,2,0,0,0.01499795913696289,0.007124662399291992,0.00010657310485839844,0.0008859634399414062,0.0011665821075439453,0.0041654109954833984
87,,,64,70,4,3,71.0,0,0,0,0,0,0.01521921157836914,0.007256746292114258,0.00010752677917480469,0.0008878707885742188,0.0011665821075439453,0.004221200942993164
88,,,64,70,2,1,82.0,0,0,0,0,0,0.015427112579345703,0.00739288330078125,0.00010848045349121094,0.000888824462890625,0.0011665821075439453,0.004269123077392578
89,,,64,70,2,1,82.0,0,0,0,0,0,0.01563096046447754,0.00752568244934082,0.00010943412780761719,0.0008909702301025391,0.0011665821075439453,0.004316091537475586
90,,,65,71,3,1,90.0,0,0,0,1,0,0.015869140625,0.007683992385864258,0.00011038780212402344,0.0008919239044189453,0.0011665821075439453,0.004369020462036133
91,,,66,72,1,1,91.0,0,0,0,1,0,0.01608419418334961,0.00783228874206543,0.00011134147644042969,0.00089263916015625,0.0011665821075439453,0.004415035247802734
92,,,66,72,1,1,78.0,0,0,0,0,0,0.016285181045532227,0.007967472076416016,0.00011229515075683594,0.0008935928344726562,0.0011665821075439453,0.0044596195220947266
93,,,67,74,7,5,93.0,0,0,1,0,0,0.016665935516357422,0.008106470108032227,0.00011324882507324219,0.0010194778442382812,0.001247406005859375,0.00451207160949707
94,,,67,74,2,2,83.0,0,0,0,0,0,0.01689004898071289,0.008250236511230469,0.00011420249938964844,0.001020669937133789,0.001247406005859375,0.004564046859741211
95,,,67,74,2,1,93.0,0,0,0,0,0,0.017107009887695312,0.008394002914428711,0.0001163482666015625,0.0010218620300292969,0.001247406005859375,0.004611015319824219
96,,,67,74,3,1,85.0,0,0,0,0,0,0.01732015609741211,0.008533954620361328,0.00011730194091796875,0.0010235309600830078,0.001247406005859375,0.0046579837799072266
97,,,68,75,1,1,97.0,0,0,0,1,0,0.017540931701660156,0.008687973022460938,0.00011801719665527344,0.001024484634399414,0.001247406005859375,0.004703044891357422
98,,,69,77,2,1,98.0,0,0,1,0,0,0.017864227294921875,0.008835077285766602,0.00011920928955078125,0.0011322498321533203,0.0013155937194824219,0.004729747772216797
99,0.78,0.49232585596221945,69,77,1,1,99.0,0,0,0,0,0,0.018207073211669922,0.008990287780761719,0.0001201629638671875,0.0011332035064697266,0.0013735294342041016,0.004778623580932617
100,,,69,77,4,2,93.0,0,0,0,0,0,0.39861226081848145,0.009143352508544922,0.00012230873107910156,0.0011372566223144531,0.0013735294342041016,0.38503479957580566
101,,,70,78,2,1,101.0,0,0,0,1,0,0.39887094497680664,0.009309530258178711,0.0001232624053955078,0.0011382102966308594,0.0013735294342041016,0.3850998878479004
102,,,72,80,1,1,102.0,0,0,2,0,0,0.39924001693725586,0.009454488754272461,0.00012421607971191406,0.001271963119506836,0.0014564990997314453,0.3851490020751953
103,,,72,80,3,2,93.0,0,0,0,0,0,0.3994760513305664,0.009603500366210938,0.00012540817260742188,0.0012738704681396484,0.0014564990997314453,0.3852040767669678
104,,,73,81,2,1,104.0,0,0,0,1,0,0.3997228145599365,0.009775638580322266,0.00012636184692382812,0.0012760162353515625,0.0014564990997314453,0.38525390625
105,,,73,81,1,1,91.0,0,0,0,0,0,0.3999462127685547,0.00993037223815918,0.00012755393981933594,0.001277923583984375,0.0014564990997314453,0.3853013515472412
106,,,73,81,5,2,93.0,0,0,0,0,0,0.40018391609191895,0.010083436965942383,0.00012874603271484375,0.0012798309326171875,0.0014564990997314453,0.38535189628601074
107,,,73,81,3,1,93.0,0,0,0,0,0,0.4004099369049072,0.010236501693725586,0.00012969970703125,0.00128173828125,0.0014564990997314453,0.38539886474609375
108,,,74,83,2,1,108.0,0,0,1,0,0,0.4007699489593506,0.010392427444458008,0.0001308917999267578,0.0014147758483886719,0.0015194416046142578,0.38544392585754395
109,,,74,83,1,1,109.0,0,0,0,0,0,0.4010751247406006,0.01055145263671875,0.00013208389282226562,0.0014154911041259766,0.0015914440155029297,0.38549375534057617
110,,,75,84,4,1,110.0,0,0,0,1,0,0.4013359546661377,0.010728597640991211,0.00013327598571777344,0.0014176368713378906,0.0015914440155029297,0.3855454921722412
111,,,76,85,3,1,111.0,0,0,0,1,0,0.4015929698944092,0.01090860366821289,0.00013446807861328125,0.0014197826385498047,0.0015914440155029297,0.38559436798095703
112,,,77,87,2,2,112.0,0,0,1,0,0,0.40195798873901367,0.011068582534790039,0.0001354217529296875,0.0015189647674560547,0.001669168472290039,0.38564014434814453
113,,,78,88,3,1,113.0,0,0,0,1,0,0.4022178649902344,0.01124882698059082,0.0001366138458251953,0.0015208721160888672,0.001669168472290039,0.38569211959838867
114,,,80,90,4,1,114.0,0,0,2,0,0,0.4026038646697998,0.01141500473022461,0.00013780593872070312,0.0016617774963378906,0.0017364025115966797,0.3857421875
115,,,82,92,3,2,115.0,0,1,1,0,0,0.40305495262145996,0.01158905029296875,0.00013899803161621094,0.0018177032470703125,0.0018513202667236328,0.38579559326171875
116,,,82,92,4,3,91.25,0,0,0,0,0,0.4033219814300537,0.011765003204345703,0.00014019012451171875,0.0018208026885986328,0.0018513202667236328,0.3858516216278076
117,,,82,92,2,1,93.0,0,0,0,0,0,0.4035639762878418,0.011934041976928711,0.00014138221740722656,0.001821756362915039,0.0018513202667236328,0.38589954376220703
118,,,84,94,2,2,118.0,0,1,1,0,0,0.4040858745574951,0.01211404800415039,0.0001423358917236328,0.0020122528076171875,0.002021312713623047,0.38594651222229004
119,,,86,96,5,4,119.0,0,0,2,0,0,0.4045228958129883,0.012295961380004883,0.00014328956604003906,0.0021729469299316406,0.0020973682403564453,0.3860025405883789
120,,,86,96,2,2,105.5,0,0,0,0,0,0.4047839641571045,0.012478113174438477,0.0001442432403564453,0.002174854278564453,0.0020973682403564453,0.38605332374572754
121,,,87,98,6,3,121.0,0,0,1,0,0,0.4052000045776367,0.01265716552734375,0.00014519691467285156,0.002298593521118164,0.0021796226501464844,0.3861052989959717
122,,,88,100,3,3,122.0,0,0,1,0,0,0.4056570529937744,0.012848138809204102,0.0001461505889892578,0.002418041229248047,0.0022618770599365234,0.38616085052490234
123,,,89,101,5,1,123.0,0,0,0,1,0,0.40595006942749023,0.013052225112915039,0.00014734268188476562,0.002418994903564453,0.0022618770599365234,0.3862159252166748
124,,,89,101,7,3,114.0,0,0,0,0,0,0.40622997283935547,0.013236284255981445,0.00014829635620117188,0.0024209022521972656,0.0022618770599365234,0.38626885414123535
125,,,89,101,1,1,108.0,0,0,0,0,0,0.4064810276031494,0.013421297073364258,0.0001494884490966797,0.0024230480194091797,0.0022618770599365234,0.38631486892700195
126,,,89,101,6,4,103.25,0,0,0,0,0,0.40675806999206543,0.013608217239379883,0.00015020370483398438,0.0024251937866210938,0.0022618770599365234,0.3863658905029297
127,,,89,101,4,3,103.0,0,0,0,0,0,0.4070241451263428,0.0137939453125,0.00015091896057128906,0.0024271011352539062,0.0022618770599365234,0.3864150047302246
128,,,90,102,3,1,128.0,0,0,0,1,0,0.4073052406311035,0.013996124267578125,0.0001518726348876953,0.0024290084838867188,0.0022618770599365234,0.38646697998046875
129,,,90,102,3,2,122.0,0,0,0,0,0,0.4075748920440674,0.014189004898071289,0.00015282630920410156,0.002429962158203125,0.0022618770599365234,0.38651514053344727
130,,,90,102,1,1,130.0,0,0,0,0,0,0.4078960418701172,0.014381170272827148,0.0001537799835205078,0.0024318695068359375,0.002322673797607422,0.38656020164489746
131,,,90,102,3,1,131.0,0,0,0,0,0,0.40822696685791016,0.014575958251953125,0.00015592575073242188,0.00243377685546875,0.0023767948150634766,0.3866114616394043
132,,,92,104,6,4,132.0,0,1,0,0,0,0.40869712829589844,0.01476287841796875,0.0001571178436279297,0.0026137828826904297,0.002469778060913086,0.38666439056396484
133,,,92,104,1,1,114.0,0,0,0,0,0,0.4089670181274414,0.014953851699829102,0.00015807151794433594,0.0026159286499023438,0.002469778060913086,0.3867197036743164
134,,,93,106,6,3,134.0,0,0,1,0,0,0.4094390869140625,0.015156984329223633,0.0001590251922607422,0.0028018951416015625,0.0025496482849121094,0.38677453994750977
135,,,95,108,10,8,135.0,0,0,1,0,0,0.4099559783935547,0.015356779098510742,0.00016021728515625,0.002984762191772461,0.0026519298553466797,0.3868372440338135
136,,,95,108,6,5,128.0,0,0,0,0,0,0.4102609157562256,0.015561580657958984,0.00016117095947265625,0.0029878616333007812,0.0026519298553466797,0.38689422607421875
137,,,97,110,4,3,137.0,0,1,1,0,0,0.4107539653778076,0.015765666961669922,0.0001621246337890625,0.0031867027282714844,0.0027539730072021484,0.3869457244873047
138,,,97,110,6,2,135.0,0,0,0,0,0,0.41106081008911133,0.0159757137298584,0.0001633167266845703,0.003189563751220703,0.0027539730072021484,0.38700366020202637
139,,,97,110,4,4,139.0,0,0,0,0,0,0.41141390800476074,0.01617574691772461,0.00016427040100097656,0.0031926631927490234,0.002819061279296875,0.3870549201965332
140,,,97,110,5,2,135.0,0,0,0,0,0,0.41171813011169434,0.016388893127441406,0.00016498565673828125,0.0031948089599609375,0.002819061279296875,0.38711094856262207
141,,,97,110,4,3,135.0,0,0,0,0,0,0.41201305389404297,0.016594648361206055,0.00016617774963378906,0.00319671630859375,0.002819061279296875,0.3871622085571289
142,,,98,112,8,6,142.0,0,0,1,0,0,0.41254210472106934,0.016852617263793945,0.00016736984252929688,0.003378152847290039,0.002893209457397461,0.3872230052947998
143,,,98,112,2,1,142.0,0,0,0,0,0,0.41282081604003906,0.01705479621887207,0.00016832351684570312,0.0033791065216064453,0.002893209457397461,0.38727402687072754
144,,,98,112,3,3,135.0,0,0,0,0,0,0.41310715675354004,0.017261981964111328,0.00016927719116210938,0.0033812522888183594,0.002893209457397461,0.38732218742370605
145,,,98,112,4,3,122.0,0,0,0,0,0,0.4134039878845215,0.01747584342956543,0.0001704692840576172,0.003383159637451172,0.002893209457397461,0.387371301651001
146,,,98,112,5,4,139.5,0,0,0,0,0,0.41370105743408203,0.017685890197753906,0.00017142295837402344,0.0033850669860839844,0.002893209457397461,0.3874201774597168
147,,,98,112,5,2,147.0,0,0,0,0,0,0.4140920639038086,0.01792764663696289,0.00017333030700683594,0.0033860206604003906,0.0029571056365966797,0.387470006942749
148,,,99,113,4,1,148.0,0,0,0,1,0,0.4144010543823242,0.018152713775634766,0.0001742839813232422,0.0033872127532958984,0.0029571056365966797,0.38752317428588867
149,,,99,113,1,1,149.0,0,0,0,0,0,0.41473913192749023,0.018364667892456055,0.00017523765563964844,0.0033893585205078125,0.0030128955841064453,0.3875701427459717
150,,,99,113,5,1,149.0,0,0,0,0,0,0.4150390625,0.018578767776489258,0.0001761913299560547,0.003391265869140625,0.0030128955841064453,0.3876230716705322
151,,,101,115,8,6,151.0,0,0,2,0,0,0.41552186012268066,0.018790721893310547,0.00017714500427246094,0.0035848617553710938,0.0030837059020996094,0.3876771926879883
152,,,101,115,3,3,140.0,0,0,0,0,0,0.41582298278808594,0.01900959014892578,0.00017833709716796875,0.003587961196899414,0.0030837059020996094,0.3877294063568115
153,,,101,115,4,1,142.0,0,0,0,0,0,0.41611194610595703,0.01921844482421875,0.000179290771484375,0.003590106964111328,0.0030837059020996094,0.38777828216552734
154,,,103,117,1,1,154.0,0,0,2,0,0,0.4165501594543457,0.019435405731201172,0.0001800060272216797,0.0037679672241210938,0.003146648406982422,0.38782334327697754
155,,,103,117,4,3,155.0,0,0,0,0,0,0.4169321060180664,0.019651174545288086,0.0001811981201171875,0.0037698745727539062,0.0032258033752441406,0.3878765106201172
156,,,103,117,6,2,136.5,0,0,0,0,0,0.4172489643096924,0.01987004280090332,0.00018215179443359375,0.0037720203399658203,0.0032258033752441406,0.3879368305206299
157,,,105,119,5,3,157.0,0,1,0,0,0,0.417741060256958,0.02008509635925293,0.00018334388732910156,0.003983974456787109,0.003307819366455078,0.387988805770874
158,,,106,121,4,2,158.0,0,0,1,0,0,0.41820716857910156,0.020303964614868164,0.0001842975616455078,0.004141807556152344,0.0033817291259765625,0.3880472183227539
159,,,107,122,2,1,159.0,0,0,0,1,0,0.41852307319641113,0.020542144775390625,0.00018548965454101562,0.00414276123046875,0.0033817291259765625,0.38809895515441895
